model_id,asset,sample,n,r2,adj_r2,delta_r2_vs_prev,variables,missing_variables,note
N0_intercept,btc,full_native_support,2292,1.1102230246251565e-16,2.220446049250313e-16,,,,ok
N1_native_ex_mvrv,btc,full_native_support,1942,0.0037018867741035466,0.0021596296328870723,0.0037018867741034356,cme_btc_basis_close_d1;btc_exchange_netflow_d1;btc_miner_to_exchange_flow_d1,,ok
N2_mvrv_only,btc,full_native_support,2292,0.9122286783668788,0.9121903502788294,0.9085267915927753,btc_mvrv_d1,,ok
N3_all_native,btc,full_native_support,1942,0.9155943040150625,0.9154200021131834,0.0033656256481836566,cme_btc_basis_close_d1;btc_exchange_netflow_d1;btc_miner_to_exchange_flow_d1;btc_mvrv_d1,,ok
