asset,target,x,lag,coefficient,hac_se,t,p,n,r2,controls,lag_convention,note
btc,btc_ret,stables_total_usd_ret,-5,0.06430200749848897,0.13645633403918128,0.47122772241577043,0.6374781237280657,2287,0.1260837526961459,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,-4,0.17474270125014227,0.158521846600584,1.1023256730690805,0.2703201119575753,2288,0.1267394440738796,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,-3,0.0023098002812657788,0.1617469677906874,0.014280331265652115,0.9886063314090461,2289,0.12594475817235606,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,-2,0.03182094085871173,0.15038170202474244,0.21160114847932898,0.8324182132630313,2290,0.12596435805176198,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,-1,0.15600995984689603,0.13996979814830368,1.114597305352953,0.2650230255971544,2291,0.12593493022960234,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,0,0.13253613246124768,0.1733857821970394,0.7644002338705645,0.4446287694340012,2291,0.12575042308585105,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,1,0.7593948589287725,0.1714564253077605,4.4290837019707805,9.463429256331112e-06,2290,0.13989625610045708,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,2,0.590614978702009,0.14034970044322145,4.208167005963383,2.5745056808285027e-05,2289,0.1342381055622094,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,3,0.3541280414175827,0.136515784944656,2.5940446488378432,0.009485416787551586,2288,0.1285077301894083,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,4,0.19735498228932458,0.14354792619559992,1.374836875179977,0.16918202307032226,2287,0.1271717453866199,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_ret,stables_total_usd_ret,5,0.11993466550156431,0.16077141158283248,0.7459949770968559,0.45567044927665223,2286,0.1269244888831319,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,-5,7.135511706693259,1.209244200209502,5.900802919259012,3.61736802412203e-09,2263,0.04258149441101822,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,-4,6.968791722774484,1.1986678360830856,5.813780526176931,6.107748198090027e-09,2263,0.04089929950824245,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,-3,6.96480438915461,1.2138940637641287,5.7375718335401125,9.604354850095276e-09,2263,0.04086548189775241,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,-2,6.719519376092197,1.2235236815756518,5.491940595247663,3.975411209714236e-08,2263,0.03828112200022171,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,-1,6.57635241038043,1.2239631816083716,5.372998558452267,7.74379482714856e-08,2263,0.0368378600377165,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,0,6.610140921899486,1.2332574301385268,5.359903585707158,8.326637821853854e-08,2263,0.0364922037911114,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,1,6.520589484869451,1.225362003650578,5.321357660383968,1.029956816610241e-07,2262,0.035799489981501176,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,2,6.316193314094108,1.2060946892857207,5.236896713171596,1.6329901681990917e-07,2261,0.034168011057961745,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,3,6.2779598615400545,1.203626280689579,5.215871373249925,1.8295510545482275e-07,2260,0.033911255747235636,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,4,6.24903633107489,1.2207158640177957,5.119157139899175,3.069041676006917e-07,2259,0.03378817418547153,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
btc,btc_rv_30d,stables_total_usd_ret,5,6.1689833026511565,1.2269703011635518,5.027817948650452,4.960925070646653e-07,2258,0.03300926998213549,spy_ret;VIXCLS_d1;DGS10_d1;btc_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
