quintile,horizon,n,mean_return,median_return,mean_flow_intensity,flow_col,lag_convention
1,0,165,-0.01196250531488143,-0.011611471489402447,-0.0001550519654756305,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,0,310,-0.00033381145685715567,0.0003530476762083623,-4.69566640758277e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,0,18,-0.00045957017689060266,0.0021629555760771524,5.397259284091445e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,0,164,0.0004222381897525703,-0.001166950080151885,7.366820358466764e-05,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,0,164,0.015130809957843707,0.012285754497707302,0.00031202543535432167,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,1,165,-0.013771615401844198,-0.007958996289371356,-0.0001550519654756305,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,1,310,0.000921273149480462,0.0022817571730673336,-4.69566640758277e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,1,18,0.0011754726509573112,0.0015722905375623597,5.397259284091445e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,1,164,0.0010494667799381197,-0.0005581799275216071,7.366820358466764e-05,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,1,164,0.01668893627315785,0.014123077085883118,0.00031202543535432167,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,3,165,-0.01113178255965888,-0.010314541916036646,-0.0001550519654756305,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,3,310,0.0018315065119104345,0.0006760217237875565,-4.69566640758277e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,3,18,0.00046983532767165396,0.00961771483240792,5.397259284091445e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,3,164,0.0019743736914326062,0.0016812914595538686,7.366820358466764e-05,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,3,162,0.018145178454730796,0.02001007375796604,0.00031329079742292026,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,5,163,-0.010353610885022109,-0.009758526260968736,-0.0001558457029053182,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,5,310,0.001974813730425373,-0.0002604113931088392,-4.69566640758277e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,5,18,-0.009285137630785693,0.012144596195330593,5.397259284091445e-06,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,5,164,0.002540264291378898,0.0001856481963606882,7.366820358466764e-05,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,5,162,0.02401775699179149,0.020227945065721897,0.00031329079742292026,btc_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
