asset,shock_threshold_abs_flow_intensity,shock_days,shock_mean_return,placebo_mean_return_median,placebo_mean_return_q05,placebo_mean_return_q95,sample_start,sample_end
BTC,0.000298614717352535,82,0.014739937211107,-0.00118314700071282,-0.00545195742096477,0.00339372680320865,2024-01-12,2026-04-10
ETH,0.000478168327097404,63,0.00426971011373939,-0.0010240341061096,-0.0083620273609333,0.00672379887454619,2024-07-23,2026-04-10
