date,stablecoin_supply_usd,stablecoin_supply_growth,defi_tvl_usd,defi_tvl_growth,stablecoin_to_tvl,btc_ret,eth_ret,btc_realized_vol_30d
2020-01-05,5288651086.0,,611312656.0,,8.651303116485781,0.021987596946118515,0.035964792459660444,0.6761810506173453
2020-01-12,5201723361.0,-0.016573233900917472,616715757.0,0.00879969194251018,8.434555631112243,0.10617910098595473,0.07870368996917332,0.6897883979631976
2020-01-19,5188703672.0,-0.0025060944603794155,722303915.0,0.1580377530458108,7.183546377427568,0.06170854425081096,0.12949394106773937,0.6619393831894258
2020-01-26,5187698334.0,-0.00019377391172170633,695253169.0,-0.03816993405131086,7.461596099535362,-0.011008383315475712,0.006686539656419299,0.39526540265615195
2020-02-02,5193091880.0,0.0010391398678031294,798788470.0,0.13882011610994027,6.501210364240736,0.0825234533212651,0.11739280461499746,0.493973318747739
2020-02-09,5183600833.0,-0.0018293014757553294,907158176.0,0.12722066233171248,5.714109148920905,0.08362503935053667,0.1920172162264553,0.38726837940767667
2020-02-16,5192302598.0,0.0016773030123005128,1055097547.0,0.15107167362925722,4.921158818692619,-0.023244860949942492,0.1241704102706338,0.543681600794612
2020-02-23,5199187427.0,0.001325090047885169,917192468.0,-0.14007116424660992,5.668589318376304,0.00460527486781892,0.06190653077686559,0.6706035293295277
2020-03-01,5191585704.0,-0.001463168189768993,827142708.0,-0.1033400977997907,6.276529616700677,-0.15728557313969915,-0.23623290886655024,0.4132729439034969
2020-03-08,5209021326.0,0.003352811673977385,864526839.0,0.04420510913175946,6.025285845405662,-0.05557650644845147,-0.08316535640828882,0.9138825345336996
2020-03-15,5293322620.0,0.01605415039672664,500878204.0,-0.5458193845911516,10.56808337381756,-0.40474360433644563,-0.47759808396939984,3.901717755440446
2020-03-22,5402109616.0,0.020343403688986683,493294754.0,-0.015256092060624837,10.951078583738598,0.0794725919966357,-0.013862667173040855,1.311608535195048
2020-03-29,5464386326.0,0.011462276740683564,513006482.0,0.03918160688771266,10.651690607683198,0.009978190795305153,0.016308440611237707,1.1413064577657286
2020-04-05,7521798299.0,0.3195534212296991,571488008.0,0.10795501906910587,13.161778014071645,0.14237372080463295,0.13763982711206513,0.6375254697763002
2020-04-12,7549465017.0,0.0036714571961127263,593923537.0,0.03850708584993612,12.711173318931793,0.019362482452315533,0.10601325320655164,0.8101336480924464
2020-04-19,7763880667.0,0.0280055930725851,648643981.0,0.0881334152140667,11.969402159610881,0.031030219376010137,0.12703930288956577,0.6799754631261696
2020-04-26,8566755095.0,0.09840673040590175,704976326.0,0.08328022140496572,12.151833726966883,0.07708737812484401,0.09201246532561225,0.5802270473467195
2020-05-03,9189569898.0,0.07018010863092172,782068269.0,0.10377781513975037,11.750342345113097,0.14480691771569631,0.06076988273383144,0.9276006076942649
2020-05-10,9747720290.0,0.0589643070759287,809797005.0,0.03484156790080917,12.0372392461491,-0.020161866049235755,-0.11293885503927203,1.0259685669575889
2020-05-17,10301705946.0,0.05527606608621127,754654878.0,-0.07052307563894189,13.650883663936245,0.10376587883308908,0.09828562647001693,0.7316475368406227
2020-05-24,10330054112.0,0.0027480141063840335,965064677.0,0.24593459238276694,10.704001874891956,-0.10492593768366731,-0.03568259653834982,0.5198112062840494
2020-05-31,10545004062.0,0.02059467768414791,1104016559.0,0.13451510392777166,9.551490850419391,0.080474540176251,0.14750408614087274,0.5309300682982617
2020-06-07,10721299462.0,0.01658016762951675,1166356805.0,0.05493010199956316,9.192126642584299,0.031934383666508026,0.05564332763670787,0.8425709782739992
2020-06-14,10933558903.0,0.019604491114677103,1154936959.0,-0.009839287304401978,9.466801471542484,-0.04357950785175824,-0.055040533818810466,0.5341829725554077
