date,stables_total_usd_ret,defi_tvl_usd_ret,btc_rv_30d,eth_rv_30d,spy_rv_30d,VIXCLS_d1,spy_ret,btc_ret,eth_ret,stables_total_usd,defi_tvl_usd,z_stables_total_usd_ret,z_defi_tvl_usd_ret,liquidity_composite
2020-01-01,,,,,,,,,,4164162469.0,607332562.0,,,
2020-01-02,0.00027737817658746167,-0.0007695665014360031,,,,,,-0.033258384754907055,-0.026876182218102507,4165317677.0,606865359.0,-0.29927774781060934,-0.12203186884155773,-0.21065480832608352
2020-01-03,0.027361089372477897,-0.009326270528173808,,,,1.549999999999999,-0.0076010747872254925,0.052623218026774055,0.05418183449220226,5254668680.0,601231879.0,5.390284162015229,-0.4447531932957715,2.4727654843597286
2020-01-04,0.005656163678043669,0.013600567055071622,,,,0.0,0.0,0.0015116502971270762,-0.0011438079121575129,5284474159.0,609464833.0,0.830660940756276,0.4199465050099592,0.6253037228831175
2020-01-05,0.0007901026651069287,0.003027291095794027,,,,0.0,0.0,0.0011111133771244397,0.0098029480977182,5288651086.0,611312656.0,-0.19156807320154268,0.021168937066095964,-0.08519956806772336
2020-01-06,-0.0011248703312247699,0.0059166236657830495,,,,-0.16999999999999993,0.003807759418466894,0.053533586222155094,0.0631857648201164,5282705384.0,614940284.0,-0.59385258064848,0.13014188165572504,-0.23185534949637748
2020-01-07,0.0016984012686798167,0.021637458478746652,,,,-0.0600000000000005,-0.002815726600029933,0.04954551307583266,-0.008965796716952745,5291685161.0,628391024.0,-0.0007588779528337294,0.7230627792948303,0.3611519506709983
2020-01-08,-0.003917830230548702,-0.02046249502628328,,,,-0.33999999999999986,0.0053153807275680975,-0.012556036527968217,-0.01553029707664244,5270993796.0,615663241.0,-1.180578607370979,-0.8647627096024263,-1.0226706584867027
2020-01-09,-0.005494703253781097,0.03638391545705488,,,,-0.9100000000000001,0.006757820219582378,-0.02945230011461142,-0.021333229152237898,5242110674.0,638475972.0,-1.5118373711616768,1.279234421106433,-0.11630147502762189
2020-01-10,-0.0002921622231006893,-0.07013625982152405,,,,0.02000000000000135,-0.0028818463748887524,0.047071011623375014,0.05010790474071847,5240579351.0,595229939.0,-0.4189229227548901,-2.7382391223957816,-1.5785810225753358
2020-01-11,-0.0026697651060842986,-0.0026004889692146094,,,,0.0,0.0,-0.021823273162835832,-0.017402868002622363,5226606895.0,593684061.0,-0.9183935714364582,-0.19108622925044033,-0.5547399003434492
2020-01-12,-0.004772304024857732,0.03806093815794753,,,,0.0,0.0,0.019860599870007434,0.0286422113567939,5201723361.0,616715757.0,-1.3600806526365734,1.3424843577035965,-0.008798147466488437
2020-01-13,0.0020852487058284908,-0.02876220379553729,,,,-0.2400000000000002,0.0068537428278734325,-0.008979207793400334,-0.020435317687477195,5212581565.0,599230318.0,0.08050740152399108,-1.177791300778212,-0.5486419496271104
2020-01-14,-0.002760181275419882,0.03176736688031312,,,,0.07000000000000028,-0.0015257860756818786,0.08075838145182246,0.11703861894900405,5198213733.0,618571876.0,-0.9373875855641142,1.1051184686979074,0.08386544156689663
2020-01-15,-0.0028216907253764134,0.05748711052492794,,,,0.02999999999999936,0.0022573373016498977,0.002288545341766479,0.006117721408517518,5183566656.0,655173775.0,-0.9503090726171929,2.075154326859685,0.562422627121246
2020-01-16,0.0035094858724349365,0.0795075222368911,,,,-0.09999999999999964,0.008283945356270195,-0.010651562403941384,-0.012761374894286526,5201790269.0,716155639.0,0.37970146230366253,2.9056676191864654,1.6426845407450639
2020-01-17,-0.0004939329158482053,-0.02933863976070583,,,,-0.22000000000000064,0.003107700843186123,0.020885739387976443,0.033598545680200154,5199221568.0,695449832.0,-0.46130953807774255,-1.199531935672318,-0.8304207368750303
2020-01-18,-0.0015084410356536182,0.05517887378312736,,,,0.0,0.0,0.0016262561521322993,0.026007476899359006,5191384761.0,734902436.0,-0.6744305063935523,1.9880977667472794,0.6568336301768636
2020-01-19,-0.000516583086344724,-0.017291765038397244,,,,0.0,0.0,-0.024219607885545003,-0.04347197152945448,5188703672.0,722303915.0,-0.4660677319004417,-0.7451766893334294,-0.6056222106169356
2020-01-20,0.001013026191497346,-0.008676369753658264,,,,0.0,0.0,-0.007970927801755678,-0.0005385201932117667,5193962628.0,716064048.0,-0.1447378144020239,-0.4202417881963203,-0.2824898012991721
2020-01-21,-0.0011247269948846395,-0.03769348260454919,,,,0.75,-0.0019600458593185266,0.011996179403752194,0.016379785050440354,5188124122.0,689575460.0,-0.5938224695246683,-1.514639942183545,-1.0542312058541068
2020-01-22,-0.000264559697274791,0.04775671462352804,,,,0.0600000000000005,0.00012072920454109237,-0.008444308886842222,-0.010071758303640266,5186751735.0,723306346.0,-0.41312437179493733,1.7081664956864693,0.647521061945766
2020-01-23,0.0014869886291251078,-0.004122763003156393,,,,0.07000000000000028,0.0011462010726122074,-0.03300206602249922,-0.03221398828523547,5194470113.0,720330464.0,-0.04517100790674956,-0.24849972525086764,-0.1468353665788086
2020-01-24,-0.0023311733650714928,-0.018081901244112686,,,,1.58,-0.008932821439592509,0.006120168767145273,0.00013400195184676278,5182375006.0,707422571.0,-0.8472645205204086,-0.7749771594689998,-0.8111208399947042
2020-01-25,0.002113424082907045,-0.012161330593777109,,,,0.0,0.0,-0.011925381014524561,-0.013589902280497945,5193339144.0,698871473.0,0.08642629318036962,-0.5516792171970051,-0.2326264620083177
2020-01-26,-0.0010867527580202818,-0.0051908014755852605,,,,0.0,0.0,0.032217952239248504,0.04658692171671763,5187698334.0,695253169.0,-0.5858451000255084,-0.28878144930177024,-0.43731327466363934
2020-01-27,0.00044830028238962427,0.010303905897277588,,,,3.67,-0.01615930420245526,0.03298136387691386,0.010942836411480528,5190024502.0,702454027.0,-0.2633715938981882,0.2956109136659567,0.016119659883884252
2020-01-28,-0.001815667858153347,0.03646526333407252,,,,-1.9499999999999993,0.010424608926697942,0.05377191162086703,0.03520488926326415,5180609691.0,728541959.0,-0.7389706284738864,1.2823025060291597,0.2716659387776367
2020-01-29,0.00528354989511115,0.04197898143298673,,,,0.10999999999999943,-0.0008263072190564102,-0.010961004688455844,-0.013750553833487444,5208054139.0,759776417.0,0.7523847705846398,1.4902557555500677,1.1213202630673538
2020-01-30,-0.002891553565248728,0.01941587872762085,,,,-0.9000000000000004,0.0032401067624912017,0.023555637960809506,0.06239521055137587,5193016523.0,774672284.0,-0.9649853830302981,0.6392745405730436,-0.16285542122862728
2020-01-31,0.00046497070498929816,0.0019784338745054697,0.5755210993461727,0.6834931999527916,,3.3499999999999996,-0.01832483792902906,-0.01708841419178775,-0.025896934298627272,5195431685.0,776206439.0,-0.25986958485822337,-0.018389354369474052,-0.1391294696138487
