date,btc_return_90d,eth_return_90d,clean_risk_ex_btc_eth_return_90d,top10_ex_btc_eth_return_90d,large_cap_rotation_vs_btc,risk_rotation_vs_btc,breadth_regime,method_note
2023-04-01,0.7151571650646955,0.5183315842953033,0.3585980213793012,0.3715400728774667,-0.3436170921872288,-0.3565591436853943,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-02,0.6934403400674349,0.48037681780002894,0.3240509306781212,0.34276937971135757,-0.35067096035607737,-0.36938940938931375,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-03,0.6678009191942527,0.49039316408179356,0.3252833657626477,0.3417924813205384,-0.32600843787371425,-0.34251755343160495,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-04,0.6715939382397225,0.4893906593231663,0.2920585426012805,0.30869559563910776,-0.3628983426006147,-0.37953539563844196,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-05,0.6751920437735057,0.5281062368583052,0.31415135700585184,0.33613057688559356,-0.33906146688791217,-0.3610406867676539,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-06,0.6534563505329838,0.4741777753281411,0.27419584983441636,0.29761873860039123,-0.35583761193259256,-0.3792605006985674,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-07,0.6479399865257589,0.47580721672306336,0.2715065049391785,0.29509319098155307,-0.35284679554420584,-0.3764334815865804,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-08,0.6379866726170202,0.44097681732550664,0.22515746964479977,0.24398820490351447,-0.3939984677135058,-0.4128292029722205,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-09,0.6488018838132923,0.40725440348647135,0.20645847079791912,0.2332543557338862,-0.4155475280794061,-0.44234341301537317,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-10,0.7008757290573446,0.42952949806140595,0.2130939186486156,0.2423550834665238,-0.45852064559082084,-0.48778181040872903,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-11,0.6814627909470732,0.36205271375839154,0.18219093133442654,0.21403499344759824,-0.46742779749947494,-0.49927185961264664,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-12,0.5850056262823458,0.3550062450163356,0.16197883541961788,0.1946248809072202,-0.39038074537512557,-0.4230267908627279,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-13,0.5246883678387801,0.38490277835115316,0.148348224009492,0.18110890563630555,-0.3435794622024746,-0.37634014382928815,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
2023-04-14,0.4495456491745575,0.3575214155224604,0.11200369664732257,0.13667808988092767,-0.31286755929362986,-0.33754195252723496,risk_off_or_btc_dominant,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.
