cycle_phase,snapshots,mean_clean_risk_entrants,mean_clean_risk_exits,mean_clean_risk_avg_abs_rank_change,mean_top10_share_full_top100,mean_clean_risk_share_full_top100
btc_etf_era_pre_2024_halving,3,8.666666666666666,8.666666666666666,7.273729893295111,0.870382817733236,0.9137413522100802
eth_etf_era,24,7.625,7.625,5.1194530339226025,0.8891809978270606,0.8801663650776813
post_2020_halving,44,7.795454545454546,7.795454545454546,5.91449429733882,0.8523932571370683,0.9009538507516598
post_2024_halving_pre_eth_etf,3,6.333333333333333,6.333333333333333,6.260236481221756,0.8820108230378912,0.9105079844251994
pre_2020_halving,4,30.0,5.0,5.234080683291391,0.9051881420961406,0.9722352159377107
