date,universe,asset_count,daily_return,method_note,cumulative_index,return_30d,return_90d
2023-01-01,btc,1,0.004551200705653846,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,100.45512007056539,,
2023-01-01,clean_risk_ex_btc_eth,22,0.001107243445918431,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,100.11072434459184,,
2023-01-01,eth,1,0.0033845613859153634,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,100.33845613859154,,
2023-01-01,top10_ex_btc_eth,6,-0.005271507429713848,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,99.47284925702861,,
2023-01-01,top50_current_sample,30,0.003505595368242314,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,100.35055953682424,,
2023-01-01,top50_ex_btc_eth,28,0.0011641369742274562,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,100.11641369742274,,
2023-01-02,btc,1,0.003512885495098983,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,100.8080074047697,,
2023-01-02,clean_risk_ex_btc_eth,22,0.0177686223475175,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,101.88955399840734,,
2023-01-02,eth,1,0.011427048456682076,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,101.48502853895589,,
2023-01-02,top10_ex_btc_eth,6,0.01772740881682497,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,101.23624512198235,,
2023-01-02,top50_current_sample,30,0.008541315404801977,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,101.2076853168766,,
2023-01-02,top50_ex_btc_eth,28,0.01725880090766219,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,101.84430294901571,,
2023-01-03,btc,1,0.00019850860663761516,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,100.82801866185753,,
2023-01-03,clean_risk_ex_btc_eth,22,0.0039053514852616447,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,102.28746851944766,,
2023-01-03,eth,1,0.0003129168793951642,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,101.51678491739162,,
2023-01-03,top10_ex_btc_eth,6,0.005207991016813107,Current top50 ex-stablecoin constituent sample from DefiLlama daily OHLCV. Use for exploratory breadth/rotation diagnostics only; it is not a point-in-time top100 universe.,101.76348257715351,,
