snapshot_date,month,universe_type,asset_class,asset_count,market_cap_usd,total_market_cap_usd,market_cap_share
2020-04-30,2020-04,ex_stable_top100,base_assets,6,199826435761.78348,235747629173.37546,0.8476286122683571
2020-04-30,2020-04,ex_stable_top100,risk_assets,93,35834500344.50614,235747629173.37546,0.1520036509811619
2020-04-30,2020-04,ex_stable_top100,tokenized_commodities,1,86693067.08582471,235747629173.37546,0.0003677367504810332
2020-04-30,2020-04,full_top100,base_assets,6,199826435761.78348,244751707470.58615,0.8164455227990525
2020-04-30,2020-04,full_top100,risk_assets,86,35591680604.52285,244751707470.58615,0.145419539550302
2020-04-30,2020-04,full_top100,stablecoins,7,9246898037.19399,244751707470.58615,0.03778072942884481
2020-04-30,2020-04,full_top100,tokenized_commodities,1,86693067.08582471,244751707470.58615,0.00035420822180063174
2020-05-31,2020-05,clean_risk_top100,base_assets,6,220650274366.09283,258802683744.5878,0.8525810906344868
2020-05-31,2020-05,clean_risk_top100,risk_assets,94,38152409378.49497,258802683744.5878,0.14741890936551322
2020-05-31,2020-05,ex_stable_top100,base_assets,6,220650274366.09283,258850123073.30783,0.8524248385371771
2020-05-31,2020-05,ex_stable_top100,risk_assets,93,38111838497.56744,258850123073.30783,0.14723515695132178
2020-05-31,2020-05,ex_stable_top100,tokenized_commodities,1,88010209.64757217,258850123073.30783,0.0003400045115012257
2020-05-31,2020-05,full_top100,base_assets,6,220650274366.09283,269205834375.51385,0.819634072485624
2020-05-31,2020-05,full_top100,risk_assets,86,37812127782.73543,269205834375.51385,0.14045805459770044
2020-05-31,2020-05,full_top100,stablecoins,7,10655422017.038025,269205834375.51385,0.039580947574021856
2020-05-31,2020-05,full_top100,tokenized_commodities,1,88010209.64757217,269205834375.51385,0.0003269253426536335
2020-06-30,2020-06,clean_risk_top100,base_assets,6,209204463649.5111,247133056925.85245,0.846525617624189
2020-06-30,2020-06,clean_risk_top100,risk_assets,94,37928593276.34134,247133056925.85245,0.15347438237581099
2020-06-30,2020-06,ex_stable_top100,base_assets,6,209204463649.5111,247177299919.4649,0.8463740955082604
2020-06-30,2020-06,ex_stable_top100,risk_assets,93,37884220627.17807,247177299919.4649,0.15326739405083506
2020-06-30,2020-06,ex_stable_top100,tokenized_commodities,1,88615642.77571751,247177299919.4649,0.00035851044090452554
2020-06-30,2020-06,full_top100,base_assets,6,209204463649.5111,258429272965.99634,0.8095230901997618
2020-06-30,2020-06,full_top100,risk_assets,85,37506874817.309845,258429272965.99634,0.14513400276541014
2020-06-30,2020-06,full_top100,stablecoins,8,11629318856.399652,258429272965.99634,0.045000006086500184
2020-06-30,2020-06,full_top100,tokenized_commodities,1,88615642.77571751,258429272965.99634,0.00034290094832785216
2020-07-31,2020-07,clean_risk_top100,base_assets,6,263996723868.06464,313070937290.97675,0.8432489011993433
2020-07-31,2020-07,clean_risk_top100,risk_assets,94,49074213422.9121,313070937290.97675,0.1567510988006567
2020-07-31,2020-07,ex_stable_top100,base_assets,6,263996723868.06464,313100562031.47815,0.8431691152362838
2020-07-31,2020-07,ex_stable_top100,risk_assets,93,49009644898.54783,313100562031.47815,0.15653004447057028
2020-07-31,2020-07,ex_stable_top100,tokenized_commodities,1,94193264.86566348,313100562031.47815,0.00030084029314579635
2020-07-31,2020-07,full_top100,base_assets,6,263996723868.06464,325703923253.3968,0.8105420445386403
2020-07-31,2020-07,full_top100,risk_assets,84,48394146718.110794,325703923253.3968,0.14858324773834633
2020-07-31,2020-07,full_top100,stablecoins,9,13218859402.355715,325703923253.3968,0.040585508673997385
2020-07-31,2020-07,full_top100,tokenized_commodities,1,94193264.86566348,325703923253.3968,0.0002891990490160027
2020-08-31,2020-08,clean_risk_top100,base_assets,7,290588140967.0823,358381240536.2274,0.8108352449818249
2020-08-31,2020-08,clean_risk_top100,risk_assets,93,67793099569.14512,358381240536.2274,0.18916475501817503
2020-08-31,2020-08,ex_stable_top100,base_assets,7,290588140967.0823,358381240536.2274,0.8108352449818249
2020-08-31,2020-08,ex_stable_top100,risk_assets,93,67793099569.14512,358381240536.2274,0.18916475501817503
2020-08-31,2020-08,full_top100,base_assets,7,290588140967.0823,374260854270.5848,0.7764320998342819
2020-08-31,2020-08,full_top100,risk_assets,83,66732273990.88588,374260854270.5848,0.17830417803364357
2020-08-31,2020-08,full_top100,stablecoins,10,16940439312.61665,374260854270.5848,0.04526372213207469
2020-09-30,2020-09,clean_risk_top100,base_assets,8,263584651973.39157,319247167124.41956,0.8256444508109456
2020-09-30,2020-09,clean_risk_top100,risk_assets,92,55662515151.02797,319247167124.41956,0.1743555491890543
2020-09-30,2020-09,ex_stable_top100,base_assets,8,263584651973.39157,320167247757.1621,0.8232717550588221
2020-09-30,2020-09,ex_stable_top100,risk_assets,90,55493075856.16806,320167247757.1621,0.17332527372774245
2020-09-30,2020-09,ex_stable_top100,tokenized_commodities,1,91555364.49256724,320167247757.1621,0.00028596105670998994
2020-09-30,2020-09,ex_stable_top100,wrapped_assets,1,997964563.109892,320167247757.1621,0.0031170101567254004
2020-09-30,2020-09,full_top100,base_assets,8,263584651973.39157,340083258527.9775,0.7750591814319121
2020-09-30,2020-09,full_top100,risk_assets,81,54647146592.89242,340083258527.9775,0.16068755289345354
2020-09-30,2020-09,full_top100,stablecoins,10,20853495398.58357,340083258527.9775,0.06131879437066739
2020-09-30,2020-09,full_top100,wrapped_assets,1,997964563.109892,340083258527.9775,0.0029344713039668575
2020-10-31,2020-10,clean_risk_top100,base_assets,8,316612292630.2206,368108599235.06494,0.860105667969033
2020-10-31,2020-10,clean_risk_top100,risk_assets,92,51496306604.84437,368108599235.06494,0.13989433203096707
2020-10-31,2020-10,ex_stable_top100,base_assets,8,316612292630.2206,369679136248.82697,0.8564516132636502
2020-10-31,2020-10,ex_stable_top100,risk_assets,89,51314706798.36255,369679136248.82697,0.1388087716257354
2020-10-31,2020-10,ex_stable_top100,tokenized_commodities,2,162080662.4782479,369679136248.82697,0.000438436055988708
2020-10-31,2020-10,ex_stable_top100,wrapped_assets,1,1590056157.7656052,369679136248.82697,0.004301179054625782
2020-10-31,2020-10,full_top100,base_assets,7,316546320805.13025,391413094745.26965,0.8087269563915268
2020-10-31,2020-10,full_top100,risk_assets,82,50818900783.83617,391413094745.26965,0.1298344420922068
2020-10-31,2020-10,full_top100,stablecoins,9,22366472997.162807,391413094745.26965,0.05714288381618615
2020-10-31,2020-10,full_top100,tokenized_commodities,1,91344001.37479828,391413094745.26965,0.0002333698146564173
2020-10-31,2020-10,full_top100,wrapped_assets,1,1590056157.7656052,391413094745.26965,0.004062347885423733
2020-11-30,2020-11,clean_risk_top100,base_assets,8,443993737787.8167,511094499977.4086,0.8687116331861174
2020-11-30,2020-11,clean_risk_top100,risk_assets,92,67100762189.5919,511094499977.4086,0.13128836681388253
2020-11-30,2020-11,ex_stable_top100,base_assets,8,443993737787.8167,513239620444.6676,0.8650807928724273
2020-11-30,2020-11,ex_stable_top100,risk_assets,90,66930617683.776375,513239620444.6676,0.1304081271546965
2020-11-30,2020-11,ex_stable_top100,tokenized_commodities,1,86920613.7985591,513239620444.6676,0.000169356788400809
2020-11-30,2020-11,ex_stable_top100,wrapped_assets,1,2228344359.275952,513239620444.6676,0.004341723184475369
2020-11-30,2020-11,full_top100,base_assets,6,443815342816.54047,537796496903.3099,0.8252477384513975
2020-11-30,2020-11,full_top100,risk_assets,84,66370030661.31336,537796496903.3099,0.12341105054324293
2020-11-30,2020-11,full_top100,stablecoins,9,25382779066.180088,537796496903.3099,0.0471977396884079
2020-11-30,2020-11,full_top100,wrapped_assets,1,2228344359.275952,537796496903.3099,0.00414347131695167
2020-12-31,2020-12,clean_risk_top100,base_assets,7,647477353070.0786,725243374669.9779,0.8927725170391433
2020-12-31,2020-12,clean_risk_top100,risk_assets,93,77766021599.89929,725243374669.9779,0.10722748296085674
2020-12-31,2020-12,ex_stable_top100,base_assets,7,647477353070.0786,728403287169.9373,0.8888995484709028
2020-12-31,2020-12,ex_stable_top100,risk_assets,92,77664592135.40282,728403287169.9373,0.10662306651189452
2020-12-31,2020-12,ex_stable_top100,wrapped_assets,1,3261341964.455779,728403287169.9373,0.004477385017202571
2020-12-31,2020-12,full_top100,base_assets,7,647477353070.0786,755698958229.9116,0.8567927029920451
2020-12-31,2020-12,full_top100,risk_assets,82,76564811971.57953,755698958229.9116,0.10131655090661866
2020-12-31,2020-12,full_top100,stablecoins,10,28395451223.797646,755698958229.9116,0.037575083192265955
2020-12-31,2020-12,full_top100,wrapped_assets,1,3261341964.455779,755698958229.9116,0.004315662909070146
2021-01-31,2021-01,clean_risk_top100,base_assets,8,842846397244.6882,966311074985.0974,0.8722309192799914
2021-01-31,2021-01,clean_risk_top100,risk_assets,92,123464677740.40918,966311074985.0974,0.1277690807200086
2021-01-31,2021-01,ex_stable_top100,base_assets,8,842846397244.6882,970101306404.1636,0.8688230720653639
2021-01-31,2021-01,ex_stable_top100,risk_assets,91,123277918855.59103,970101306404.1636,0.1270773660871981
2021-01-31,2021-01,ex_stable_top100,wrapped_assets,1,3976990303.884271,970101306404.1636,0.004099561847438001
2021-01-31,2021-01,full_top100,base_assets,8,842846397244.6882,1006363245951.8448,0.8375170701385283
2021-01-31,2021-01,full_top100,risk_assets,83,121658007615.2657,1006363245951.8448,0.12088876268548376
2021-01-31,2021-01,full_top100,stablecoins,8,37881850788.00668,1006363245951.8448,0.03764232342584911
2021-01-31,2021-01,full_top100,wrapped_assets,1,3976990303.884271,1006363245951.8448,0.003951843750138876
2021-02-28,2021-02,clean_risk_top100,base_assets,8,1150758958663.0452,1356459859522.3691,0.8483545978782192
2021-02-28,2021-02,clean_risk_top100,risk_assets,92,205700900859.3241,1356459859522.3691,0.1516454021217809
2021-02-28,2021-02,ex_stable_top100,base_assets,8,1150758958663.0452,1361758956402.2007,0.8450533431433251
2021-02-28,2021-02,ex_stable_top100,risk_assets,91,205319672128.16278,1361758956402.2007,0.15077534182012814
2021-02-28,2021-02,ex_stable_top100,wrapped_assets,1,5680325610.992746,1361758956402.2007,0.004171315036546777
2021-02-28,2021-02,full_top100,base_assets,8,1150758958663.0452,1411071711490.832,0.8155212448042346
2021-02-28,2021-02,full_top100,risk_assets,84,202510901318.31815,1411071711490.832,0.1435156694512431
2021-02-28,2021-02,full_top100,stablecoins,7,52121525898.47592,1411071711490.832,0.03693754574911593
2021-02-28,2021-02,full_top100,wrapped_assets,1,5680325610.992746,1411071711490.832,0.004025539995406288
2021-03-31,2021-03,clean_risk_top100,base_assets,8,1440313602072.5583,1730551888588.3984,0.8322857069876213
2021-03-31,2021-03,clean_risk_top100,risk_assets,92,290238286515.84015,1730551888588.3984,0.16771429301237878
2021-03-31,2021-03,ex_stable_top100,base_assets,8,1440313602072.5583,1738117358805.0818,0.8286630328936723
2021-03-31,2021-03,ex_stable_top100,risk_assets,91,289593212090.77356,1738117358805.0818,0.16661315222687992
2021-03-31,2021-03,ex_stable_top100,wrapped_assets,1,8210544641.749964,1738117358805.0818,0.004723814879447804
2021-03-31,2021-03,full_top100,base_assets,8,1440313602072.5583,1795795910695.6855,0.8020474896362725
2021-03-31,2021-03,full_top100,risk_assets,85,285299426666.3062,1795795910695.6855,0.1588707408047177
2021-03-31,2021-03,full_top100,stablecoins,6,61972337315.07093,1795795910695.6855,0.03450967726675747
2021-03-31,2021-03,full_top100,wrapped_assets,1,8210544641.749964,1795795910695.6855,0.004572092292252312
2021-04-30,2021-04,clean_risk_top100,base_assets,8,1550449845102.1877,1948670288761.5247,0.7956450375643458
2021-04-30,2021-04,clean_risk_top100,risk_assets,92,398220443659.3369,1948670288761.5247,0.20435496243565426
2021-04-30,2021-04,ex_stable_top100,base_assets,8,1550449845102.1877,1956490947493.979,0.7924646148187502
2021-04-30,2021-04,ex_stable_top100,risk_assets,91,397362231871.166,1956490947493.979,0.20309944821372033
2021-04-30,2021-04,ex_stable_top100,wrapped_assets,1,8678870520.6252,1956490947493.979,0.004435936967529418
2021-04-30,2021-04,full_top100,base_assets,8,1550449845102.1877,2033524939495.2698,0.7624444701853602
2021-04-30,2021-04,full_top100,risk_assets,84,390536723813.89557,2033524939495.2698,0.19204914394156808
2021-04-30,2021-04,full_top100,stablecoins,7,83859500058.56131,2033524939495.2698,0.04123849107027702
2021-04-30,2021-04,full_top100,wrapped_assets,1,8678870520.6252,2033524939495.2698,0.004267894802794666
2021-05-31,2021-05,clean_risk_top100,base_assets,8,1110881445837.8513,1411699140530.4104,0.7869109032824555
2021-05-31,2021-05,clean_risk_top100,risk_assets,92,300817694692.55914,1411699140530.4104,0.21308909671754456
2021-05-31,2021-05,ex_stable_top100,base_assets,8,1110881445837.8513,1418261565471.6426,0.7832697951371389
2021-05-31,2021-05,ex_stable_top100,lst_restaking,1,1056973450.8858552,1418261565471.6426,0.0007452598847902636
2021-05-31,2021-05,ex_stable_top100,risk_assets,90,299679345480.94495,1418261565471.6426,0.21130047713116068
2021-05-31,2021-05,ex_stable_top100,wrapped_assets,1,6643800701.960407,1418261565471.6426,0.00468446784691018
2021-05-31,2021-05,full_top100,base_assets,8,1110881445837.8513,1517270026315.7104,0.732158038167625
2021-05-31,2021-05,full_top100,lst_restaking,1,1056973450.8858552,1517270026315.7104,0.0006966284396011144
2021-05-31,2021-05,full_top100,risk_assets,80,293145048771.1081,1517270026315.7104,0.19320558877903457
2021-05-31,2021-05,full_top100,stablecoins,10,105542757553.90474,1517270026315.7104,0.06956095864503925
2021-05-31,2021-05,full_top100,wrapped_assets,1,6643800701.960407,1517270026315.7104,0.0043787859687000625
2021-06-30,2021-06,clean_risk_top100,base_assets,8,1071417345236.747,1322055620925.8267,0.810417752686109
2021-06-30,2021-06,clean_risk_top100,risk_assets,92,250638275689.07974,1322055620925.8267,0.18958224731389095
2021-06-30,2021-06,ex_stable_top100,base_assets,8,1071417345236.747,1329290790414.163,0.8060067465771945
2021-06-30,2021-06,ex_stable_top100,lst_restaking,1,1213341320.4139566,1329290790414.163,0.0009127734346492535
2021-06-30,2021-06,ex_stable_top100,risk_assets,90,249669449414.5417,1329290790414.163,0.18782154455215397
2021-06-30,2021-06,ex_stable_top100,wrapped_assets,1,6990654442.46041,1329290790414.163,0.0052589354360021955
2021-06-30,2021-06,full_top100,base_assets,8,1071417345236.747,1433306843014.519,0.747514288694353
2021-06-30,2021-06,full_top100,lst_restaking,1,1213341320.4139566,1433306843014.519,0.0008465328455852951
2021-06-30,2021-06,full_top100,risk_assets,82,245434904311.11877,1433306843014.519,0.17123681890398437
2021-06-30,2021-06,full_top100,stablecoins,8,108250597703.77888,1433306843014.519,0.07552506864204117
2021-06-30,2021-06,full_top100,wrapped_assets,1,6990654442.46041,1433306843014.519,0.004877290914036051
2021-07-31,2021-07,clean_risk_top100,base_assets,8,1221572508189.2217,1482052884605.7927,0.824243534679361
2021-07-31,2021-07,clean_risk_top100,risk_assets,92,260480376416.57095,1482052884605.7927,0.17575646532063896
2021-07-31,2021-07,ex_stable_top100,base_assets,8,1221572508189.2217,1490624516453.937,0.8195038352751864
2021-07-31,2021-07,ex_stable_top100,lst_restaking,1,1665172843.3953876,1490624516453.937,0.0011170974480928877
2021-07-31,2021-07,ex_stable_top100,risk_assets,90,259365997719.0748,1490624516453.937,0.17399821004962632
2021-07-31,2021-07,ex_stable_top100,wrapped_assets,1,8020837702.245242,1490624516453.937,0.005380857227094386
2021-07-31,2021-07,full_top100,base_assets,8,1221572508189.2217,1600952520970.1604,0.7630285671738483
2021-07-31,2021-07,full_top100,lst_restaking,1,1665172843.3953876,1600952520970.1604,0.0010401138207311172
2021-07-31,2021-07,full_top100,risk_assets,83,255102977993.6324,1600952520970.1604,0.1593444993853051
2021-07-31,2021-07,full_top100,stablecoins,7,114591024241.6658,1600952520970.1604,0.07157677866188364
2021-07-31,2021-07,full_top100,wrapped_assets,1,8020837702.245242,1600952520970.1604,0.005010040958231978
2021-08-31,2021-08,clean_risk_top100,base_assets,8,1525646363257.876,1879512543780.3857,0.811724491175379
2021-08-31,2021-08,clean_risk_top100,risk_assets,92,353866180522.5097,1879512543780.3857,0.1882755088246209
2021-08-31,2021-08,ex_stable_top100,base_assets,8,1525646363257.876,1890822179682.6372,0.8068692972037943
2021-08-31,2021-08,ex_stable_top100,lst_restaking,1,3673855799.219523,1890822179682.6372,0.0019429938143819304
2021-08-31,2021-08,ex_stable_top100,risk_assets,90,352187984766.15155,1890822179682.6372,0.18626182226467436
2021-08-31,2021-08,ex_stable_top100,wrapped_assets,1,9313975859.390194,1890822179682.6372,0.004925886717149408
2021-08-31,2021-08,full_top100,base_assets,8,1525646363257.876,2003189110635.5312,0.7616087543396488
2021-08-31,2021-08,full_top100,lst_restaking,1,3673855799.219523,2003189110635.5312,0.001834003479608551
2021-08-31,2021-08,full_top100,risk_assets,83,346087008622.0837,2003189110635.5312,0.17276801615214663
2021-08-31,2021-08,full_top100,stablecoins,7,118467907096.96198,2003189110635.5312,0.05913965210173136
2021-08-31,2021-08,full_top100,wrapped_assets,1,9313975859.390194,2003189110635.5312,0.004649573926864671
2021-09-30,2021-09,clean_risk_top100,base_assets,8,1348958786168.9648,1675977104958.6401,0.8048790059111545
2021-09-30,2021-09,clean_risk_top100,risk_assets,92,327018318789.6752,1675977104958.6401,0.19512099408884548
2021-09-30,2021-09,ex_stable_top100,base_assets,8,1348958786168.9648,1686722817551.274,0.799751311912254
2021-09-30,2021-09,ex_stable_top100,lst_restaking,1,3727902725.8838577,1686722817551.274,0.002210145429404873
2021-09-30,2021-09,ex_stable_top100,risk_assets,90,325468200898.87933,1686722817551.274,0.19295891269875798
2021-09-30,2021-09,ex_stable_top100,wrapped_assets,1,8567927757.545855,1686722817551.274,0.0050796299595830905
2021-09-30,2021-09,full_top100,base_assets,8,1348958786168.9648,1808546923768.9895,0.7458798931010048
2021-09-30,2021-09,full_top100,lst_restaking,1,3727902725.8838577,1808546923768.9895,0.0020612695622599353
2021-09-30,2021-09,full_top100,risk_assets,83,319709286202.40594,1808546923768.9895,0.17677688203750652
2021-09-30,2021-09,full_top100,stablecoins,7,127583020914.18912,1808546923768.9895,0.07054449029628032
2021-09-30,2021-09,full_top100,wrapped_assets,1,8567927757.545855,1808546923768.9895,0.004737465002948554
2021-10-31,2021-10,clean_risk_top100,base_assets,8,1964652901023.8774,2441715879277.183,0.8046197830377669
2021-10-31,2021-10,clean_risk_top100,risk_assets,92,477062978253.3057,2441715879277.183,0.19538021696223307
2021-10-31,2021-10,ex_stable_top100,base_assets,8,1964652901023.8774,2459876832302.8413,0.7986793790747017
2021-10-31,2021-10,ex_stable_top100,lst_restaking,1,6097961335.768939,2459876832302.8413,0.0024789701889505844
2021-10-31,2021-10,ex_stable_top100,risk_assets,90,474983678509.9509,2459876832302.8413,0.19309246392848442
2021-10-31,2021-10,ex_stable_top100,wrapped_assets,1,14142291433.244232,2459876832302.8413,0.005749186807863371
2021-10-31,2021-10,full_top100,base_assets,8,1964652901023.8774,2583957819158.4194,0.7603270016473233
2021-10-31,2021-10,full_top100,lst_restaking,1,6097961335.768939,2583957819158.4194,0.002359930680971801
2021-10-31,2021-10,full_top100,risk_assets,84,468262344248.38403,2583957819158.4194,0.18121903568878475
2021-10-31,2021-10,full_top100,stablecoins,6,130802321117.14485,2583957819158.4194,0.05062091964014584
2021-10-31,2021-10,full_top100,wrapped_assets,1,14142291433.244232,2583957819158.4194,0.005473112342774348
2021-11-30,2021-11,clean_risk_top100,base_assets,8,1923445050189.359,2409781414992.6885,0.7981823738130186
2021-11-30,2021-11,clean_risk_top100,risk_assets,92,486336364803.32965,2409781414992.6885,0.20181762618698146
2021-11-30,2021-11,ex_stable_top100,base_assets,8,1923445050189.359,2428647782339.9653,0.7919818856302616
2021-11-30,2021-11,ex_stable_top100,lst_restaking,2,7995041805.566837,2428647782339.9653,0.0032919725386707723
2021-11-30,2021-11,ex_stable_top100,risk_assets,89,482525270888.4816,2428647782339.9653,0.19868062977150844
2021-11-30,2021-11,ex_stable_top100,wrapped_assets,1,14682419456.55781,2428647782339.9653,0.006045512059559135
2021-11-30,2021-11,full_top100,base_assets,8,1923445050189.359,2560307160580.798,0.751255583628111
2021-11-30,2021-11,full_top100,lst_restaking,1,6624953873.11269,2560307160580.798,0.0025875621390715636
2021-11-30,2021-11,full_top100,risk_assets,85,477106600270.4195,2560307160580.798,0.1863474069112041
2021-11-30,2021-11,full_top100,stablecoins,5,138448136791.34915,2560307160580.798,0.0540748152889369
2021-11-30,2021-11,full_top100,wrapped_assets,1,14682419456.55781,2560307160580.798,0.005734632032676559
2021-12-31,2021-12,clean_risk_top100,base_assets,8,1591934855298.0305,2015562712928.087,0.7898215446669801
2021-12-31,2021-12,clean_risk_top100,risk_assets,92,423627857630.0563,2015562712928.087,0.21017845533301988
2021-12-31,2021-12,ex_stable_top100,base_assets,8,1591934855298.0305,2031878424541.7305,0.7834793834464162
2021-12-31,2021-12,ex_stable_top100,lst_restaking,2,7288832852.063869,2031878424541.7305,0.0035872386674452687
2021-12-31,2021-12,ex_stable_top100,risk_assets,89,420480479894.8551,2031878424541.7305,0.20694175144346552
2021-12-31,2021-12,ex_stable_top100,wrapped_assets,1,12174256496.781033,2031878424541.7305,0.005991626442673022
2021-12-31,2021-12,full_top100,base_assets,8,1591934855298.0305,2174145967139.9114,0.7322115807119521
2021-12-31,2021-12,full_top100,lst_restaking,2,7288832852.063869,2174145967139.9114,0.0033525039083058105
2021-12-31,2021-12,full_top100,risk_assets,83,413794094792.5797,2174145967139.9114,0.1903248912661213
2021-12-31,2021-12,full_top100,stablecoins,6,148953927700.4562,2174145967139.9114,0.06851146608909846
2021-12-31,2021-12,full_top100,wrapped_assets,1,12174256496.781033,2174145967139.9114,0.005599558024522275
2022-01-31,2022-01,clean_risk_top100,base_assets,8,1211426816228.9731,1518099334603.4653,0.7979891622476757
2022-01-31,2022-01,clean_risk_top100,risk_assets,92,306672518374.4921,1518099334603.4653,0.2020108377523243
2022-01-31,2022-01,ex_stable_top100,base_assets,8,1211426816228.9731,1531527823869.0361,0.7909923654985224
2022-01-31,2022-01,ex_stable_top100,lst_restaking,1,4665257895.296758,1531527823869.0361,0.003046146353065338
2022-01-31,2022-01,ex_stable_top100,risk_assets,90,305131958562.4409,1531527823869.0361,0.19923370232451834
2022-01-31,2022-01,ex_stable_top100,wrapped_assets,1,10303791182.32522,1531527823869.0361,0.00672778582389393
2022-01-31,2022-01,full_top100,base_assets,8,1211426816228.9731,1682648262289.3508,0.7199524959427642
2022-01-31,2022-01,full_top100,lst_restaking,1,4665257895.296758,1682648262289.3508,0.002772568694154401
2022-01-31,2022-01,full_top100,risk_assets,83,299370602428.1415,1682648262289.3508,0.17791632935859605
2022-01-31,2022-01,full_top100,stablecoins,7,156881794554.61426,1682648262289.3508,0.09323504981437208
2022-01-31,2022-01,full_top100,wrapped_assets,1,10303791182.32522,1682648262289.3508,0.006123556190113228
2022-02-28,2022-02,clean_risk_top100,base_assets,8,1207356625266.0588,1507820592748.9114,0.8007296299521444
2022-02-28,2022-02,clean_risk_top100,risk_assets,92,300463967482.8525,1507820592748.9114,0.19927037004785556
2022-02-28,2022-02,ex_stable_top100,base_assets,8,1207356625266.0588,1521622692926.4653,0.7934664952610602
2022-02-28,2022-02,ex_stable_top100,lst_restaking,1,5228048429.353387,1521622692926.4653,0.0034358375789588992
2022-02-28,2022-02,ex_stable_top100,risk_assets,90,299106403589.5402,1521622692926.4653,0.1965706774616268
2022-02-28,2022-02,ex_stable_top100,wrapped_assets,1,9931615641.51285,1521622692926.4653,0.006526989698354091
2022-02-28,2022-02,full_top100,base_assets,8,1207356625266.0588,1682628255511.9578,0.71754210789638
2022-02-28,2022-02,full_top100,lst_restaking,1,5228048429.353387,1682628255511.9578,0.003107072766802372
2022-02-28,2022-02,full_top100,risk_assets,83,293909947039.7111,1682628255511.9578,0.17467313179659275
2022-02-28,2022-02,full_top100,stablecoins,7,166202019135.32144,1682628255511.9578,0.0987752455664978
2022-02-28,2022-02,full_top100,wrapped_assets,1,9931615641.51285,1682628255511.9578,0.005902441973727019
2022-03-31,2022-03,clean_risk_top100,base_assets,8,1530033959995.7476,1922285871130.9197,0.7959450688235031
2022-03-31,2022-03,clean_risk_top100,risk_assets,92,392251911135.1721,1922285871130.9197,0.20405493117649687
2022-03-31,2022-03,ex_stable_top100,base_assets,8,1530033959995.7476,1943082682274.979,0.7874260699006229
2022-03-31,2022-03,ex_stable_top100,lst_restaking,1,9783860610.409113,1943082682274.979,0.0050352260867016115
2022-03-31,2022-03,ex_stable_top100,risk_assets,90,390351929221.7583,1943082682274.979,0.20089311318689262
2022-03-31,2022-03,ex_stable_top100,wrapped_assets,1,12912932447.06398,1943082682274.979,0.006645590825782771
2022-03-31,2022-03,full_top100,base_assets,8,1530033959995.7476,2100713658579.3135,0.7283400827842907
2022-03-31,2022-03,full_top100,lst_restaking,1,9783860610.409113,2100713658579.3135,0.00465739848477294
2022-03-31,2022-03,full_top100,risk_assets,84,383955553807.77905,2100713658579.3135,0.18277386460534722
2022-03-31,2022-03,full_top100,stablecoins,6,164027351718.31378,2100713658579.3135,0.07808172763023945
2022-03-31,2022-03,full_top100,wrapped_assets,1,12912932447.06398,2100713658579.3135,0.006146926495349602
2022-04-30,2022-04,clean_risk_top100,base_assets,8,1251836659906.3784,1555420025354.0835,0.8048222599046223
2022-04-30,2022-04,clean_risk_top100,risk_assets,92,303583365447.70514,1555420025354.0835,0.19517774009537772
2022-04-30,2022-04,ex_stable_top100,base_assets,8,1251836659906.3784,1575317113853.793,0.7946569290064621
2022-04-30,2022-04,ex_stable_top100,lst_restaking,1,10507185011.561974,1575317113853.793,0.006669885649789975
2022-04-30,2022-04,ex_stable_top100,risk_assets,90,302080448480.3865,1575317113853.793,0.19175850108134032
2022-04-30,2022-04,ex_stable_top100,wrapped_assets,1,10892820455.466112,1575317113853.793,0.006914684262407555
2022-04-30,2022-04,full_top100,base_assets,8,1251836659906.3784,1731814225538.5042,0.7228469667507913
2022-04-30,2022-04,full_top100,lst_restaking,1,10507185011.561974,1731814225538.5042,0.00606715481176671
2022-04-30,2022-04,full_top100,risk_assets,83,295953527570.92755,1731814225538.5042,0.17089219109451614
2022-04-30,2022-04,full_top100,stablecoins,7,162624032594.17007,1731814225538.5042,0.09390385538818545
2022-04-30,2022-04,full_top100,wrapped_assets,1,10892820455.466112,1731814225538.5042,0.006289831954740418
2022-05-31,2022-05,clean_risk_top100,base_assets,8,966900766463.8638,1136150786828.807,0.8510320792565315
2022-05-31,2022-05,clean_risk_top100,risk_assets,92,169250020364.94318,1136150786828.807,0.1489679207434686
2022-05-31,2022-05,ex_stable_top100,base_assets,8,966900766463.8638,1152308864331.6526,0.8390986100976262
2022-05-31,2022-05,ex_stable_top100,lst_restaking,1,8223158026.619717,1152308864331.6526,0.007136244700668173
2022-05-31,2022-05,ex_stable_top100,risk_assets,89,167886192960.583,1152308864331.6526,0.14569547988156648
2022-05-31,2022-05,ex_stable_top100,tokenized_commodities,1,619658367.2984449,1152308864331.6526,0.0005377537103802904
2022-05-31,2022-05,ex_stable_top100,wrapped_assets,1,8679088513.287586,1152308864331.6526,0.00753191160975883
2022-05-31,2022-05,full_top100,base_assets,8,966900766463.8638,1302783598312.3235,0.7421806412948586
2022-05-31,2022-05,full_top100,lst_restaking,1,8223158026.619717,1302783598312.3235,0.006311990753700243
2022-05-31,2022-05,full_top100,risk_assets,81,163764984762.43213,1302783598312.3235,0.1257039042973673
2022-05-31,2022-05,full_top100,stablecoins,8,154595942178.82193,1302783598312.3235,0.11866586467552365
2022-05-31,2022-05,full_top100,tokenized_commodities,1,619658367.2984449,1302783598312.3235,0.00047564182424554195
2022-05-31,2022-05,full_top100,wrapped_assets,1,8679088513.287586,1302783598312.3235,0.006661957154304687
