date,btc_etf_cumulative_flow_usd,eth_etf_cumulative_flow_usd,btc_mcap_lag1,eth_mcap_lag1,btc_cum_flow_to_lag_mcap,eth_cum_flow_to_lag_mcap
2020-02-07,0.0,0.0,177629178217.4576,23331408523.10949,0.0,0.0
2020-02-08,0.0,0.0,178421620054.84787,24440883414.940395,0.0,0.0
2020-02-09,0.0,0.0,180181235920.56232,24464177353.04956,0.0,0.0
2020-02-10,0.0,0.0,184997925676.2438,25071344107.055584,0.0,0.0
2020-02-11,0.0,0.0,179342342124.69128,24432802257.62402,0.0,0.0
2020-02-12,0.0,0.0,186932025909.2961,26069296994.594063,0.0,0.0
2020-02-13,0.0,0.0,188195063366.1241,29160546024.65329,0.0,0.0
2020-02-14,0.0,0.0,186201237863.88184,29403907701.3572,0.0,0.0
2020-02-15,0.0,0.0,188496416208.90952,31294971118.082,0.0,0.0
2020-02-16,0.0,0.0,180384790869.1908,29046881000.92483,0.0,0.0
2020-02-17,0.0,0.0,180867873220.992,28410774044.072613,0.0,0.0
2020-02-18,0.0,0.0,177001235108.9035,29428881230.273685,0.0,0.0
2020-02-19,0.0,0.0,185626829592.38016,31082127811.129723,0.0,0.0
2020-02-20,0.0,0.0,174867507621.04306,28366288981.919044,0.0,0.0
2020-02-21,0.0,0.0,175125503905.06348,28245095869.27609,0.0,0.0
2020-02-22,0.0,0.0,176644099650.1651,29156000026.05228,0.0,0.0
2020-02-23,0.0,0.0,176127601430.76016,28754187515.93249,0.0,0.0
2020-02-24,0.0,0.0,181829635312.3216,30251462279.86396,0.0,0.0
2020-02-25,0.0,0.0,176140797211.8639,29178133434.3976,0.0,0.0
2020-02-26,0.0,0.0,169720773264.8787,27072157128.855515,0.0,0.0
2020-02-27,0.0,0.0,160189290501.39316,24596313018.99932,0.0,0.0
2020-02-28,0.0,0.0,161050531541.60504,25040653329.35998,0.0,0.0
2020-02-29,0.0,0.0,158818518172.778,25000504569.74628,0.0,0.0
2020-03-01,0.0,0.0,155867281220.37225,23935143641.617733,0.0,0.0
2020-03-02,0.0,0.0,155477135423.16995,23907157356.41149,0.0,0.0
2020-03-03,0.0,0.0,162911713317.19507,25539096447.236004,0.0,0.0
2020-03-04,0.0,0.0,159868628485.75076,24612589698.377644,0.0,0.0
2020-03-05,0.0,0.0,160121518492.5479,24725517638.35237,0.0,0.0
2020-03-06,0.0,0.0,165597397106.6185,25158785722.622425,0.0,0.0
2020-03-07,0.0,0.0,167132566581.46494,26999833441.55031,0.0,0.0
2020-03-08,0.0,0.0,162279323907.36786,26102158241.75436,0.0,0.0
2020-03-09,0.0,0.0,147183015293.7355,22018482928.523167,0.0,0.0
2020-03-10,0.0,0.0,145074158070.33484,22353178522.431786,0.0,0.0
2020-03-11,0.0,0.0,144207591655.63565,22086939502.53635,0.0,0.0
2020-03-12,0.0,0.0,144927809030.24738,21417396551.08566,0.0,0.0
2020-03-13,0.0,0.0,88513666176.01154,11998178912.543772,0.0,0.0
2020-03-14,0.0,0.0,102713736810.36945,14874144508.20083,0.0,0.0
2020-03-15,0.0,0.0,94671312525.38936,13517893023.787792,0.0,0.0
2020-03-16,0.0,0.0,98254938866.60497,13669251996.894476,0.0,0.0
2020-03-17,0.0,0.0,92144927030.34308,12264437299.13243,0.0,0.0
2020-03-18,0.0,0.0,97569003075.8037,12804620762.019676,0.0,0.0
2020-03-19,0.0,0.0,98936809114.04118,13059318402.903715,0.0,0.0
2020-03-20,0.0,0.0,112997072764.64091,15061615055.08053,0.0,0.0
2020-03-21,0.0,0.0,113405094627.10304,14699854810.246325,0.0,0.0
2020-03-22,0.0,0.0,113330540399.85435,14641205910.744696,0.0,0.0
2020-03-23,0.0,0.0,106441058776.93452,13492766928.78888,0.0,0.0
2020-03-24,0.0,0.0,118684377898.566,15046338823.652094,0.0,0.0
2020-03-25,0.0,0.0,123746149310.2185,15310678409.707966,0.0,0.0
2020-03-26,0.0,0.0,122293829161.61996,15025131362.727188,0.0,0.0
2020-03-27,0.0,0.0,123589147913.59944,15311737721.081936,0.0,0.0
2020-03-28,0.0,0.0,116486852942.42957,14494567377.127924,0.0,0.0
2020-03-29,0.0,0.0,114351421803.1752,14478390564.800829,0.0,0.0
2020-03-30,0.0,0.0,107577339440.39545,13726536824.904003,0.0,0.0
2020-03-31,0.0,0.0,117240221118.30637,14600810612.102324,0.0,0.0
2020-04-01,0.0,0.0,117579294867.53906,14682134311.91335,0.0,0.0
2020-04-02,0.0,0.0,121976166012.9256,15021530654.977531,0.0,0.0
2020-04-03,0.0,0.0,124392840672.92786,15594070796.86122,0.0,0.0
2020-04-04,0.0,0.0,123501779440.575,15630332469.89466,0.0,0.0
2020-04-05,0.0,0.0,125582489409.4797,15909742783.775837,0.0,0.0
2020-04-06,0.0,0.0,124128670023.9838,15765662508.62812,0.0,0.0
2020-04-07,0.0,0.0,134408761246.45769,18941537848.391136,0.0,0.0
2020-04-08,0.0,0.0,131850752011.3351,18185808949.877262,0.0,0.0
2020-04-09,0.0,0.0,134844807700.9033,19152981737.75288,0.0,0.0
2020-04-10,0.0,0.0,133517146336.4712,18742963258.47532,0.0,0.0
2020-04-11,0.0,0.0,125830158091.63162,17457757977.66186,0.0,0.0
2020-04-12,0.0,0.0,126084789118.02213,17491706205.166004,0.0,0.0
2020-04-13,0.0,0.0,126647900427.91132,17544000279.152122,0.0,0.0
2020-04-14,0.0,0.0,125350092022.14516,17278029295.824326,0.0,0.0
2020-04-15,0.0,0.0,126004808682.3508,17532761521.010254,0.0,0.0
2020-04-16,0.0,0.0,121427681542.2302,16891870306.70646,0.0,0.0
2020-04-17,0.0,0.0,130341498497.6056,19077041714.142525,0.0,0.0
2020-04-18,0.0,0.0,129106944105.20006,18908849190.91857,0.0,0.0
2020-04-19,0.0,0.0,132937387119.4098,20727027192.803524,0.0,0.0
2020-04-20,0.0,0.0,130737378450.61385,19937732023.77409,0.0,0.0
2020-04-21,0.0,0.0,125249844419.55476,18827891912.7831,0.0,0.0
2020-04-22,0.0,0.0,125494838743.1477,18889161427.58267,0.0,0.0
2020-04-23,0.0,0.0,130907497281.51917,20250408139.51335,0.0,0.0
2020-04-24,0.0,0.0,137345767771.06544,20543787350.08578,0.0,0.0
2020-04-25,0.0,0.0,137683208365.17435,20763734177.499348,0.0,0.0
2020-04-26,0.0,0.0,138402248637.24435,21506130275.15469,0.0,0.0
2020-04-27,0.0,0.0,141310484090.4941,21878168056.99937,0.0,0.0
2020-04-28,0.0,0.0,142870123403.61908,21764308620.57649,0.0,0.0
2020-04-29,0.0,0.0,142196858412.47748,21753495514.003525,0.0,0.0
2020-04-30,0.0,0.0,161214451090.6276,23865063634.872963,0.0,0.0
2020-05-01,0.0,0.0,158304386915.3712,22836367051.85302,0.0,0.0
2020-05-02,0.0,0.0,162110474945.2244,23495031354.35884,0.0,0.0
2020-05-03,0.0,0.0,164910908853.75113,23717694405.254208,0.0,0.0
2020-05-04,0.0,0.0,163443810476.68787,23269009727.073547,0.0,0.0
2020-05-05,0.0,0.0,163174374857.05838,22916017319.37999,0.0,0.0
2020-05-06,0.0,0.0,165796523754.85806,22768613325.974472,0.0,0.0
2020-05-07,0.0,0.0,168129011665.05713,22072964391.394814,0.0,0.0
2020-05-08,0.0,0.0,183692953365.2896,23533870126.498528,0.0,0.0
2020-05-09,0.0,0.0,180194712758.2934,23447559979.2495,0.0,0.0
2020-05-10,0.0,0.0,175203306330.80716,23292384723.72187,0.0,0.0
2020-05-11,0.0,0.0,160297075704.9543,20801908043.69414,0.0,0.0
2020-05-12,0.0,0.0,157414713723.28745,20608859071.5392,0.0,0.0
2020-05-13,0.0,0.0,162042372496.5354,21066624929.6951,0.0,0.0
2020-05-14,0.0,0.0,171356334382.12265,22182026703.898705,0.0,0.0
2020-05-15,0.0,0.0,179989025182.30518,22556242725.88975,0.0,0.0
2020-05-16,0.0,0.0,171092965815.71518,21598861356.580074,0.0,0.0
2020-05-17,0.0,0.0,172302556734.06213,22229859550.29224,0.0,0.0
2020-05-18,0.0,0.0,177885891888.99176,22970028237.92745,0.0,0.0
2020-05-19,0.0,0.0,178870436096.18857,23848164822.14146,0.0,0.0
2020-05-20,0.0,0.0,179734298337.12183,23827012503.847973,0.0,0.0
2020-05-21,0.0,0.0,174749547833.02774,23299656332.0695,0.0,0.0
2020-05-22,0.0,0.0,166502594937.8773,22040403658.938828,0.0,0.0
2020-05-23,0.0,0.0,168564632047.71103,23024727430.93966,0.0,0.0
2020-05-24,0.0,0.0,168711291386.7229,22947624145.834866,0.0,0.0
2020-05-25,0.0,0.0,160212370751.11526,22183859584.76111,0.0,0.0
2020-05-26,0.0,0.0,163584665635.01953,22673888708.40357,0.0,0.0
2020-05-27,0.0,0.0,162439298864.755,22309778454.662144,0.0,0.0
2020-05-28,0.0,0.0,169242613148.01303,23145901281.804684,0.0,0.0
2020-05-29,0.0,0.0,176159900635.81937,24484527996.234062,0.0,0.0
2020-05-30,0.0,0.0,173298665703.23898,24515472643.781067,0.0,0.0
2020-05-31,0.0,0.0,178352953848.67044,27085134981.819653,0.0,0.0
2020-06-01,0.0,0.0,173694504822.9968,25731753915.503605,0.0,0.0
2020-06-02,0.0,0.0,187814811217.0645,27621692506.46182,0.0,0.0
2020-06-03,0.0,0.0,175105722456.5876,26432822054.534164,0.0,0.0
2020-06-04,0.0,0.0,177840940511.73834,27199816107.233624,0.0,0.0
2020-06-05,0.0,0.0,180033960384.97043,27046538598.01561,0.0,0.0
2020-06-06,0.0,0.0,176904299898.52335,26698088578.682884,0.0,0.0
2020-06-07,0.0,0.0,177865925772.7249,26916080892.17592,0.0,0.0
2020-06-08,0.0,0.0,179397096142.74258,27227465743.08339,0.0,0.0
2020-06-09,0.0,0.0,180038511727.88004,27434522591.00048,0.0,0.0
2020-06-10,0.0,0.0,179919401499.56592,27150466021.968143,0.0,0.0
2020-06-11,0.0,0.0,181957114174.2104,27606889569.7472,0.0,0.0
2020-06-12,0.0,0.0,170584360789.46805,25627033562.60788,0.0,0.0
2020-06-13,0.0,0.0,174144738556.37686,26437798611.561016,0.0,0.0
2020-06-14,0.0,0.0,174393241281.2155,26514314395.50759,0.0,0.0
2020-06-15,0.0,0.0,171814761866.34604,25791429186.004124,0.0,0.0
2020-06-16,0.0,0.0,173543766802.59146,25714263679.485653,0.0,0.0
2020-06-17,0.0,0.0,175392963051.5289,26218218939.403034,0.0,0.0
2020-06-18,0.0,0.0,174113942508.72678,26028039516.10196,0.0,0.0
2020-06-19,0.0,0.0,172595084699.39258,25740819570.716675,0.0,0.0
2020-06-20,0.0,0.0,171564736031.4416,25537164502.7838,0.0,0.0
2020-06-21,0.0,0.0,172209561021.1629,25494022222.16808,0.0,0.0
2020-06-22,0.0,0.0,171199379756.83572,25424582138.29587,0.0,0.0
2020-06-23,0.0,0.0,178535817641.795,27134941450.61096,0.0,0.0
2020-06-24,0.0,0.0,177453558137.62775,27139705299.76804,0.0,0.0
2020-06-25,0.0,0.0,171011573809.8285,26125054102.9822,0.0,0.0
2020-06-26,0.0,0.0,170151432005.71997,25883897717.160866,0.0,0.0
2020-06-27,0.0,0.0,168580714953.89017,25588025060.581303,0.0,0.0
2020-06-28,0.0,0.0,165875391961.1282,24642439178.00049,0.0,0.0
2020-06-29,0.0,0.0,167835724543.932,25081008927.82717,0.0,0.0
2020-06-30,0.0,0.0,169175382932.67374,25411364218.24652,0.0,0.0
2020-07-01,0.0,0.0,168410237591.0452,25181011959.42936,0.0,0.0
2020-07-02,0.0,0.0,170140603652.66785,25788310000.86067,0.0,0.0
2020-07-03,0.0,0.0,167417013717.46838,25276395802.037865,0.0,0.0
2020-07-04,0.0,0.0,166966630031.04153,25109728623.580933,0.0,0.0
2020-07-05,0.0,0.0,168355818343.8266,25590866123.711933,0.0,0.0
2020-07-06,0.0,0.0,167257167735.8622,25424971254.11436,0.0,0.0
2020-07-07,0.0,0.0,172356666156.74063,27006899090.57925,0.0,0.0
2020-07-08,0.0,0.0,170612487690.0095,26737109862.36545,0.0,0.0
2020-07-09,0.0,0.0,174072396784.17596,27618330766.04322,0.0,0.0
2020-07-10,0.0,0.0,170151689888.3857,27023996090.138664,0.0,0.0
2020-07-11,0.0,0.0,171208168382.18625,26949129924.14191,0.0,0.0
2020-07-12,0.0,0.0,170209903530.8606,26723537183.68997,0.0,0.0
2020-07-13,0.0,0.0,171561698529.4032,27146207991.25981,0.0,0.0
2020-07-14,0.0,0.0,170483304880.87637,26779330217.81208,0.0,0.0
2020-07-15,0.0,0.0,170710471816.9857,26885179780.33288,0.0,0.0
2020-07-16,0.0,0.0,169380471078.4351,26640575797.30968,0.0,0.0
2020-07-17,0.0,0.0,168323602833.88998,26101670631.35098,0.0,0.0
2020-07-18,0.0,0.0,168827978473.78568,26039569566.87232,0.0,0.0
2020-07-19,0.0,0.0,169277025695.68726,26385099235.99153,0.0,0.0
2020-07-20,0.0,0.0,170058458956.64325,26775194903.00781,0.0,0.0
2020-07-21,0.0,0.0,168911685829.86578,26401301049.11302,0.0,0.0
2020-07-22,0.0,0.0,173218359965.0532,27489806056.142128,0.0,0.0
2020-07-23,0.0,0.0,175947519175.72504,29578497604.915302,0.0,0.0
2020-07-24,0.0,0.0,177217705264.0499,30825897858.54538,0.0,0.0
2020-07-25,0.0,0.0,176215789170.56946,31297097613.17213,0.0,0.0
2020-07-26,0.0,0.0,179091380157.8354,34204716847.99415,0.0,0.0
2020-07-27,0.0,0.0,183348277984.7572,34836293693.200386,0.0,0.0
2020-07-28,0.0,0.0,203746740015.22284,36085506798.03496,0.0,0.0
2020-07-29,0.0,0.0,201588201914.45425,35532101873.33596,0.0,0.0
2020-07-30,0.0,0.0,204951017416.5633,35615397048.535545,0.0,0.0
2020-07-31,0.0,0.0,205001065398.15665,37541298009.8361,0.0,0.0
2020-08-01,0.0,0.0,209383742172.9828,38833482519.64921,0.0,0.0
2020-08-02,0.0,0.0,217856762835.19177,43371055827.61322,0.0,0.0
2020-08-03,0.0,0.0,204210803819.2429,41711025185.58259,0.0,0.0
2020-08-04,0.0,0.0,207156095436.6013,43258589493.38273,0.0,0.0
2020-08-05,0.0,0.0,206542704145.2836,43670890588.13353,0.0,0.0
2020-08-06,0.0,0.0,216855214652.60577,44936341747.74752,0.0,0.0
2020-08-07,0.0,0.0,217189798370.1796,44269518177.9911,0.0,0.0
2020-08-08,0.0,0.0,214136172993.36865,42557843018.98261,0.0,0.0
2020-08-09,0.0,0.0,217233536626.99808,44545307594.91674,0.0,0.0
2020-08-10,0.0,0.0,215592516156.3328,43737309644.50528,0.0,0.0
2020-08-11,0.0,0.0,219656337994.0825,44375103986.35226,0.0,0.0
2020-08-12,0.0,0.0,210212710521.7846,42498599475.86788,0.0,0.0
2020-08-13,0.0,0.0,213554564761.7989,43438242880.28444,0.0,0.0
2020-08-14,0.0,0.0,217792657807.8264,47692958755.31882,0.0,0.0
2020-08-15,0.0,0.0,217373603002.2044,49201811203.93627,0.0,0.0
2020-08-16,0.0,0.0,218922260562.164,48518575194.51189,0.0,0.0
2020-08-17,0.0,0.0,220078039302.4223,48687814416.46017,0.0,0.0
2020-08-18,0.0,0.0,227162544262.0045,48430341726.42923,0.0,0.0
2020-08-19,0.0,0.0,220757377514.96408,47411867116.69264,0.0,0.0
2020-08-20,0.0,0.0,217315215531.546,45792246706.77877,0.0,0.0
2020-08-21,0.0,0.0,219278708275.75644,46770974966.35004,0.0,0.0
2020-08-22,0.0,0.0,212933578607.10776,43563661300.45675,0.0,0.0
2020-08-23,0.0,0.0,215541663905.7792,44414906730.47302,0.0,0.0
2020-08-24,0.0,0.0,215231097434.1777,43898785168.48987,0.0,0.0
2020-08-25,0.0,0.0,217123043108.3682,45810731341.99607,0.0,0.0
2020-08-26,0.0,0.0,209152350321.8589,43034065923.05947,0.0,0.0
2020-08-27,0.0,0.0,211809197653.05463,43367286065.86816,0.0,0.0
2020-08-28,0.0,0.0,209468476473.9109,43111299196.52657,0.0,0.0
2020-08-29,0.0,0.0,213243908534.3863,44464497188.59986,0.0,0.0
2020-08-30,0.0,0.0,212101487267.72733,44857727394.11891,0.0,0.0
2020-08-31,0.0,0.0,216576562491.84137,48253191652.39251,0.0,0.0
2020-09-01,0.0,0.0,215563548607.59143,48834844326.0523,0.0,0.0
2020-09-02,0.0,0.0,220340603361.49063,53473338585.914375,0.0,0.0
2020-09-03,0.0,0.0,210663062516.0496,49482994935.88954,0.0,0.0
2020-09-04,0.0,0.0,187684602349.31485,42963943710.23483,0.0,0.0
2020-09-05,0.0,0.0,193622753238.1056,43454499606.841896,0.0,0.0
2020-09-06,0.0,0.0,187914795860.89325,37693811994.630486,0.0,0.0
2020-09-07,0.0,0.0,189559366741.9463,39686110860.35732,0.0,0.0
2020-09-08,0.0,0.0,191660076090.7754,39763029582.96051,0.0,0.0
2020-09-09,0.0,0.0,187360225404.6906,38001018440.46883,0.0,0.0
2020-09-10,0.0,0.0,189015188537.85104,39503448885.53095,0.0,0.0
2020-09-11,0.0,0.0,191091216465.8908,41409508346.88204,0.0,0.0
2020-09-12,0.0,0.0,192306867390.4961,42115483502.16072,0.0,0.0
2020-09-13,0.0,0.0,193228610004.0635,43702854795.81741,0.0,0.0
2020-09-14,0.0,0.0,191003457316.1825,41253203535.265526,0.0,0.0
2020-09-15,0.0,0.0,197419284993.9619,42481864974.20589,0.0,0.0
2020-09-16,0.0,0.0,199459643776.4853,41009530099.933136,0.0,0.0
2020-09-17,0.0,0.0,202869430388.08423,41188361072.64036,0.0,0.0
2020-09-18,0.0,0.0,202353678568.83472,43873320875.86773,0.0,0.0
2020-09-19,0.0,0.0,202583613016.6072,43362758272.064064,0.0,0.0
2020-09-20,0.0,0.0,204928469427.6966,43406965871.57938,0.0,0.0
2020-09-21,0.0,0.0,201976308636.3514,41809243224.87245,0.0,0.0
2020-09-22,0.0,0.0,192802813865.06305,38386224496.9821,0.0,0.0
2020-09-23,0.0,0.0,194977434218.2999,38842646605.12393,0.0,0.0
2020-09-24,0.0,0.0,189689844026.62646,36199833262.70569,0.0,0.0
2020-09-25,0.0,0.0,198705046266.7577,39358865920.27851,0.0,0.0
2020-09-26,0.0,0.0,197975981137.2217,39733438715.1729,0.0,0.0
2020-09-27,0.0,0.0,198607626874.6764,39935383292.6653,0.0,0.0
2020-09-28,0.0,0.0,199356077335.6125,40324558775.36194,0.0,0.0
2020-09-29,0.0,0.0,198056858771.70755,39963781948.93774,0.0,0.0
2020-09-30,0.0,0.0,200942888278.9401,40662615339.499146,0.0,0.0
2020-10-01,0.0,0.0,199743846431.63287,40663465871.06835,0.0,0.0
2020-10-02,0.0,0.0,196661748430.2081,39834069164.28611,0.0,0.0
2020-10-03,0.0,0.0,195909938410.10928,39054969059.06825,0.0,0.0
2020-10-04,0.0,0.0,195187250821.0576,39058493626.94068,0.0,0.0
2020-10-05,0.0,0.0,197762266094.46176,39839740344.54654,0.0,0.0
2020-10-06,0.0,0.0,199979471573.63263,39959249543.97715,0.0,0.0
2020-10-07,0.0,0.0,196312813820.49,38492401716.262695,0.0,0.0
2020-10-08,0.0,0.0,197595185192.966,38604958485.09444,0.0,0.0
2020-10-09,0.0,0.0,202406120848.0368,39660930324.39914,0.0,0.0
2020-10-10,0.0,0.0,204748027509.5917,41261418757.04514,0.0,0.0
2020-10-11,0.0,0.0,209288517745.35217,41902226847.34883,0.0,0.0
2020-10-12,0.0,0.0,210561909712.86203,42281581559.86791,0.0,0.0
2020-10-13,0.0,0.0,213806799338.94955,43739699651.29431,0.0,0.0
2020-10-14,0.0,0.0,211604371427.06628,43084595080.2779,0.0,0.0
2020-10-15,0.0,0.0,211711548159.6233,42849438041.33039,0.0,0.0
2020-10-16,0.0,0.0,213259031367.2015,42729605111.29473,0.0,0.0
2020-10-17,0.0,0.0,209816063688.27032,41353009883.76658,0.0,0.0
2020-10-18,0.0,0.0,210583018570.2574,41671455427.54645,0.0,0.0
2020-10-19,0.0,0.0,213279679408.5052,42800509123.02537,0.0,0.0
2020-10-20,0.0,0.0,217792841676.86624,42915473791.05357,0.0,0.0
2020-10-21,0.0,0.0,220807407597.1279,41717521515.1365,0.0,0.0
2020-10-22,0.0,0.0,237226191583.081,44246308254.323326,0.0,0.0
2020-10-23,0.0,0.0,240302662465.48245,46866273954.68536,0.0,0.0
2020-10-24,0.0,0.0,239540436989.9104,46309857324.57811,0.0,0.0
2020-10-25,0.0,0.0,243085375028.0756,46671965916.3565,0.0,0.0
2020-10-26,0.0,0.0,241475339473.63983,45951830672.89779,0.0,0.0
2020-10-27,0.0,0.0,241888006682.53323,44470254454.13261,0.0,0.0
2020-10-28,0.0,0.0,252628555817.98883,45672393071.61625,0.0,0.0
2020-10-29,0.0,0.0,245708735598.17072,43992250675.88192,0.0,0.0
2020-10-30,0.0,0.0,248869835172.7643,43851697981.982994,0.0,0.0
2020-10-31,0.0,0.0,251205066123.802,43328774236.119896,0.0,0.0
2020-11-01,0.0,0.0,255241242648.9018,43753439569.22476,0.0,0.0
2020-11-02,0.0,0.0,254650706657.538,44895413342.7677,0.0,0.0
2020-11-03,0.0,0.0,250604101439.2256,43408774936.260895,0.0,0.0
2020-11-04,0.0,0.0,259861414025.7172,43965387704.38619,0.0,0.0
2020-11-05,0.0,0.0,262402312696.20016,45642361701.07381,0.0,0.0
2020-11-06,0.0,0.0,289079739333.00073,47242618799.08544,0.0,0.0
2020-11-07,0.0,0.0,289133946939.59845,51723330426.05058,0.0,0.0
2020-11-08,0.0,0.0,275093374160.9877,49423463072.98364,0.0,0.0
2020-11-09,0.0,0.0,287021920907.97687,51534643422.20624,0.0,0.0
2020-11-10,0.0,0.0,284286305321.7576,50385830244.28723,0.0,0.0
2020-11-11,0.0,0.0,283339231678.3516,51112893395.00872,0.0,0.0
2020-11-12,0.0,0.0,290998822480.6949,52565097050.838745,0.0,0.0
2020-11-13,0.0,0.0,302071627490.52905,52441713458.25098,0.0,0.0
2020-11-14,0.0,0.0,302521984773.31213,54005773388.05088,0.0,0.0
2020-11-15,0.0,0.0,297655557055.8738,52241300920.59445,0.0,0.0
2020-11-16,0.0,0.0,295305236436.8345,50835886867.02677,0.0,0.0
2020-11-17,0.0,0.0,309988392823.46875,52244998307.25251,0.0,0.0
2020-11-18,0.0,0.0,327626434756.1284,54728514495.20629,0.0,0.0
2020-11-19,0.0,0.0,329527873877.14685,54265754879.50279,0.0,0.0
2020-11-20,0.0,0.0,330421039632.1842,53488428514.730125,0.0,0.0
2020-11-21,0.0,0.0,346103574478.6096,57907088257.62925,0.0,0.0
2020-11-22,0.0,0.0,346473534340.14526,62640708772.85354,0.0,0.0
2020-11-23,0.0,0.0,341314955765.42365,63506189461.70016,0.0,0.0
2020-11-24,0.0,0.0,340779275632.7069,69111099265.41844,0.0,0.0
2020-11-25,0.0,0.0,355594272997.5811,68736157166.91292,0.0,0.0
2020-11-26,0.0,0.0,347319513397.3862,64670868542.32072,0.0,0.0
2020-11-27,0.0,0.0,318987136247.1352,59185916927.61771,0.0,0.0
2020-11-28,0.0,0.0,318561562774.71844,59017092917.64475,0.0,0.0
2020-11-29,0.0,0.0,329189368859.4789,61144169867.77087,0.0,0.0
2020-11-30,0.0,0.0,337760219807.31445,65522883217.2858,0.0,0.0
2020-12-01,0.0,0.0,365657333563.6482,70089360969.65373,0.0,0.0
2020-12-02,0.0,0.0,348758962964.47705,66629525884.29472,0.0,0.0
2020-12-03,0.0,0.0,356680899460.9042,67891813990.275314,0.0,0.0
2020-12-04,0.0,0.0,360856408013.4381,70076067191.94897,0.0,0.0
2020-12-05,0.0,0.0,346294627789.96454,64527437549.24423,0.0,0.0
2020-12-06,0.0,0.0,355713221164.2481,67912125171.81525,0.0,0.0
2020-12-07,0.0,0.0,359834279676.2943,68496387414.32155,0.0,0.0
2020-12-08,0.0,0.0,356128978045.20886,67303047469.36071,0.0,0.0
2020-12-09,0.0,0.0,340131937793.5706,63117031403.44483,0.0,0.0
2020-12-10,0.0,0.0,344363530266.9327,65229673570.23933,0.0,0.0
2020-12-11,0.0,0.0,339070856043.81006,63634814435.39123,0.0,0.0
2020-12-12,0.0,0.0,335029295453.1196,61970475279.55284,0.0,0.0
2020-12-13,0.0,0.0,349432598801.86694,64682313879.13911,0.0,0.0
2020-12-14,0.0,0.0,356147620377.2369,67253179211.74191,0.0,0.0
2020-12-15,0.0,0.0,357981765733.54315,66755976050.34901,0.0,0.0
2020-12-16,0.0,0.0,361095588651.35614,67080930167.16665,0.0,0.0
2020-12-17,0.0,0.0,396453132212.2729,72577777931.63774,0.0,0.0
2020-12-18,0.0,0.0,423310470782.6929,73141954335.96019,0.0,0.0
2020-12-19,0.0,0.0,429587623158.7389,74528812602.19182,0.0,0.0
2020-12-20,0.0,0.0,442757085680.19525,75007461138.54953,0.0,0.0
