month,asset_class_final,market_cap_usd,share
2025-07-01,other risk assets,237808970247.7458,0.06062904770615429
2025-07-01,productized/wrapped assets,124354814015.55464,0.03170407719937753
2025-07-01,selected majors ex BTC/ETH,503586004085.9645,0.1283885121493602
2025-07-01,stable-like assets,253443529116.785,0.064615055528097
2025-08-01,BTC,2166640302947.829,0.5617333095195092
2025-08-01,ETH,527539496668.2519,0.13677235993557937
2025-08-01,other risk assets,241488001941.267,0.06260931007106257
2025-08-01,productized/wrapped assets,138751854564.9913,0.03597345547422827
2025-08-01,selected majors ex BTC/ETH,511768591833.10596,0.13268352130596903
2025-08-01,stable-like assets,270873931250.39902,0.07022804369365158
2025-09-01,BTC,2279612037551.065,0.5662430005059712
2025-09-01,ETH,508909498092.11896,0.126410299839985
2025-09-01,other risk assets,265221111187.7419,0.06587945462764326
2025-09-01,productized/wrapped assets,136746300113.98604,0.0339670233395576
2025-09-01,selected majors ex BTC/ETH,547859372981.3582,0.1360852329704085
2025-09-01,stable-like assets,287506367043.98566,0.07141498871643447
2025-10-01,BTC,2159719137272.108,0.576203989557353
2025-10-01,ETH,459169677106.2288,0.12250454018134495
2025-10-01,other risk assets,212617949117.5101,0.05672557529297668
2025-10-01,productized/wrapped assets,130471960060.94049,0.03480937063299709
2025-10-01,selected majors ex BTC/ETH,491483707775.6409,0.13112578776352443
2025-10-01,stable-like assets,294722545538.7506,0.07863073657180392
2025-11-01,BTC,1812771321410.944,0.5686064024906203
2025-11-01,ETH,361028197396.32526,0.11324260379374221
2025-11-01,other risk assets,211835619610.22867,0.06644582698505638
2025-11-01,productized/wrapped assets,101671600383.21452,0.03189101804874492
2025-11-01,selected majors ex BTC/ETH,407024082373.1033,0.12766999150509561
2025-11-01,stable-like assets,293764341790.599,0.09214415717674045
2025-12-01,BTC,1765901370591.8586,0.569661499411855
2025-12-01,ETH,358627284965.09863,0.11568944918749843
2025-12-01,other risk assets,204156454312.35028,0.0658587584872887
2025-12-01,productized/wrapped assets,101967608419.56183,0.03289369478447149
2025-12-01,selected majors ex BTC/ETH,373435473864.35583,0.12046641761416517
2025-12-01,stable-like assets,295825304572.5628,0.09543018051472128
2026-01-01,BTC,1681092724873.1052,0.5698080295915293
2026-01-01,ETH,326180302117.6014,0.11055913364637847
2026-01-01,other risk assets,193989273969.53888,0.06575285487052357
2026-01-01,productized/wrapped assets,99118940794.03793,0.0335964622970535
2026-01-01,selected majors ex BTC/ETH,358704492787.19165,0.12158324000606623
2026-01-01,stable-like assets,291193372754.02527,0.09870027958844887
2026-02-01,BTC,1317272983654.4978,0.5559521850171487
2026-02-01,ETH,232957157601.1456,0.09831905944387806
2026-02-01,other risk assets,177975379226.5471,0.07511411999489288
2026-02-01,productized/wrapped assets,72108106771.5583,0.030433068934489278
2026-02-01,selected majors ex BTC/ETH,275676065482.0746,0.11634848119066002
2026-02-01,stable-like assets,293410085077.56085,0.12383308541893095
2026-03-01,BTC,1334537611576.0498,0.552683889624647
2026-03-01,ETH,244309802342.4896,0.10117818385996179
2026-03-01,other risk assets,186876353457.37173,0.0773927606174514
2026-03-01,productized/wrapped assets,74335755384.28046,0.030785325244937243
2026-03-01,selected majors ex BTC/ETH,276274016323.92487,0.11441580710775548
2026-03-01,stable-like assets,298315479331.0856,0.12354403354524704
2026-04-01,BTC,1517194764796.4153,0.5744177753932597
2026-04-01,ETH,271965442515.5185,0.10296752144051208
2026-04-01,other risk assets,189377710284.3937,0.07169937939063978
2026-04-01,productized/wrapped assets,76938096893.69006,0.02912916092654377
2026-04-01,selected majors ex BTC/ETH,283954235650.5772,0.10750654045249403
2026-04-01,stable-like assets,301843801237.2699,0.11427962239655065
2026-05-01,BTC,1477685075481.0342,0.5690650409023928
2026-05-01,ETH,243678354050.8948,0.09384193886499059
2026-05-01,other risk assets,197099923616.40848,0.07590431679640361
2026-05-01,productized/wrapped assets,74249771181.04578,0.028594014905632327
2026-05-01,selected majors ex BTC/ETH,304693253168.81775,0.11733912824473258
2026-05-01,stable-like assets,299282874643.8745,0.11525556028584798
2026-06-01,BTC,1328868744504.0408,0.5611198273299186
2026-06-01,ETH,216663489235.79147,0.09148697354158841
2026-06-01,other risk assets,187498609391.7539,0.07917199329251053
2026-06-01,productized/wrapped assets,66629248571.47623,0.028134450906588598
2026-06-01,selected majors ex BTC/ETH,272954281073.56982,0.11525597219319492
2026-06-01,stable-like assets,295629770060.81757,0.12483078273619902
