date,asset,window_days,feature_id,feature_label,beta,n
2025-09-15,BTC,180,btc_oi_growth,BTC OI growth,-0.02060646219223664,179
2025-09-29,BTC,180,qqq_ret,QQQ return,-0.5891565959829441,179
2025-09-29,BTC,180,spy_ret,SPY return,0.46277630313147955,179
2025-09-29,BTC,180,vix_d1,VIX change,0.11528888790550518,179
2025-09-29,BTC,180,dxy_ret,DXY return,-0.025962259665004858,179
2025-09-29,BTC,180,real_yield_d1,Real-yield change,0.16895069164316773,179
2025-09-29,BTC,180,btc_etf_flow_intensity,BTC ETF flow / lag mcap,-0.014676509004952732,179
2025-09-29,BTC,180,stablecoin_supply_growth,Stablecoin supply growth,-0.0318274500778002,179
2025-09-29,BTC,180,btc_oi_growth,BTC OI growth,0.04091217733109061,179
2025-10-13,BTC,180,qqq_ret,QQQ return,-0.36578834914752767,179
2025-10-13,BTC,180,spy_ret,SPY return,0.38680376281082396,179
2025-10-13,BTC,180,vix_d1,VIX change,0.13617728898896575,179
2025-10-13,BTC,180,dxy_ret,DXY return,-0.005918425410132572,179
2025-10-13,BTC,180,real_yield_d1,Real-yield change,0.11747580401752587,179
2025-10-13,BTC,180,btc_etf_flow_intensity,BTC ETF flow / lag mcap,-0.03322701480893667,179
2025-10-13,BTC,180,stablecoin_supply_growth,Stablecoin supply growth,-0.0217573171494738,179
2025-10-13,BTC,180,btc_oi_growth,BTC OI growth,0.06659649115647864,179
2025-10-27,BTC,180,qqq_ret,QQQ return,-0.4516832028312182,179
2025-10-27,BTC,180,spy_ret,SPY return,0.38213091857108766,179
2025-10-27,BTC,180,vix_d1,VIX change,-0.01673623177058899,179
2025-10-27,BTC,180,dxy_ret,DXY return,-0.02880499693573238,179
2025-10-27,BTC,180,real_yield_d1,Real-yield change,0.08939037760339826,179
2025-10-27,BTC,180,btc_etf_flow_intensity,BTC ETF flow / lag mcap,-0.0364380614928312,179
2025-10-27,BTC,180,stablecoin_supply_growth,Stablecoin supply growth,-0.01294298918866371,179
2025-10-27,BTC,180,btc_oi_growth,BTC OI growth,0.0216975253387468,179
2025-11-10,BTC,180,qqq_ret,QQQ return,-0.639322773871165,179
2025-11-10,BTC,180,spy_ret,SPY return,0.49341140721999016,179
2025-11-10,BTC,180,vix_d1,VIX change,-0.011952167577889765,179
2025-11-10,BTC,180,dxy_ret,DXY return,-0.06943123300081712,179
2025-11-10,BTC,180,real_yield_d1,Real-yield change,0.06701673736628574,179
2025-11-10,BTC,180,btc_etf_flow_intensity,BTC ETF flow / lag mcap,0.0016103534700927149,179
2025-11-10,BTC,180,stablecoin_supply_growth,Stablecoin supply growth,0.00932809709467209,179
2025-11-10,BTC,180,btc_oi_growth,BTC OI growth,0.059570821570595636,179
2025-11-24,BTC,180,qqq_ret,QQQ return,-0.6359317022918889,179
2025-11-24,BTC,180,spy_ret,SPY return,0.5069736964045566,179
2025-11-24,BTC,180,vix_d1,VIX change,-0.05592384042507771,179
2025-11-24,BTC,180,dxy_ret,DXY return,-0.10808228745445113,179
2025-11-24,BTC,180,real_yield_d1,Real-yield change,-0.0018756863761105694,179
2025-11-24,BTC,180,btc_etf_flow_intensity,BTC ETF flow / lag mcap,0.08172987387586225,179
2025-11-24,BTC,180,stablecoin_supply_growth,Stablecoin supply growth,-0.021177401119856814,179
2025-11-24,BTC,180,btc_oi_growth,BTC OI growth,0.048477831736541334,179
2025-12-08,BTC,180,qqq_ret,QQQ return,-0.42932591984790364,179
2025-12-08,BTC,180,spy_ret,SPY return,0.28969594844289354,179
2025-12-08,BTC,180,vix_d1,VIX change,-0.08358445469087596,179
2025-12-08,BTC,180,dxy_ret,DXY return,-0.14353870864489268,179
