month,snapshot_count,top5_share,top10_share,hhi,btc_share,eth_share,stable_like_share,productized_wrapped_share,clean_risk_count,entries,exits,rank_persistence
2020-01-01,100,0.8424022057069498,0.91009867484327,0.46439324784683894,0.6738526088884413,0.07825666113389412,0.02021732068478705,0.0,95,,,
2020-02-01,100,0.837190636699903,0.9028710823432026,0.4378153741997241,0.650645665841663,0.10284523815048831,0.021238931297613065,0.0,95,6.0,6.0,0.94
2020-03-01,100,0.8435691838600774,0.9045521704179521,0.45909542083991695,0.6693471000305028,0.08350371071809241,0.031182823188808842,0.0002851234273028466,94,8.0,8.0,0.92
2020-04-01,100,0.8443907206264811,0.903230640780138,0.44344555606935987,0.655699505015566,0.09722745726032962,0.03719356940069268,0.0003542082218006318,93,9.0,9.0,0.91
2020-05-01,100,0.8462969247145289,0.8997659074822483,0.4506516451142667,0.6611246624559697,0.10034307351150028,0.03913218537520675,0.00032692534265363343,92,6.0,6.0,0.94
2020-06-01,100,0.837120293332313,0.8867222786904442,0.4417202851148615,0.6546313231180461,0.09853967248719296,0.043676572527073444,0.00034290094832785227,93,9.0,9.0,0.91
2020-07-01,100,0.8287038977994345,0.8841791499121935,0.413777651953588,0.6300224242572966,0.11533189932716834,0.03928013025386218,0.0002891990490160026,93,10.0,10.0,0.9
2020-08-01,100,0.7925934368666063,0.8510232489932877,0.3541316575363275,0.5776175282571389,0.12850107830908486,0.0430019892737391,0.0,94,16.0,16.0,0.84
2020-09-01,100,0.7992097472585282,0.8538178704763145,0.3663670630962906,0.589658535135121,0.11930683163719061,0.05904613105858087,0.0029344713039668575,93,10.0,10.0,0.9
2020-10-01,100,0.8338778117775963,0.8822256824730361,0.42653059854753544,0.6408713454034275,0.11073032381225746,0.05555432923557807,0.004295717700080149,92,11.0,11.0,0.89
2020-11-01,100,0.8430792007653418,0.8893036248160222,0.4108563648150513,0.6256924211306496,0.12108904965510034,0.045602238532479356,0.004143471316951669,93,6.0,6.0,0.94
2020-12-01,100,0.8745127035795699,0.9134346008490906,0.5174487400706405,0.7092338835205595,0.11352427721270347,0.03606645852117405,0.004315662909070146,93,9.0,9.0,0.91
2021-01-01,100,0.8498588591303305,0.8942049678328748,0.4266010059235403,0.6325992919774488,0.1564154089066881,0.036043184372541726,0.003951843750138876,93,11.0,11.0,0.89
2021-02-01,100,0.8146379874657023,0.8746802724332655,0.3973193287629604,0.6163044139562341,0.11894057981713886,0.035110075789330765,0.004025539995406288,94,12.0,12.0,0.88
2021-03-01,100,0.7988621475663572,0.8545650147259021,0.38875052107830055,0.6099206516226725,0.11809838532707391,0.03295379797879086,0.004572092292252312,94,7.0,7.0,0.93
2021-04-01,100,0.7519047462091708,0.8284032892539533,0.2729615939929399,0.492727473597688,0.15685632183087872,0.03831631201564161,0.004267894802794666,94,10.0,10.0,0.9
2021-05-01,100,0.7312221496465936,0.8218070459401852,0.234302196496251,0.44070224164199473,0.18340228029764044,0.06577332673971552,0.005075414408301178,92,11.0,11.0,0.89
2021-06-01,100,0.7545607908882017,0.8374656406659571,0.2586491438438948,0.4704026524469647,0.17693876967686464,0.07347448897375267,0.005723823759621347,92,5.0,5.0,0.95
2021-07-01,100,0.7669192662284378,0.8404849660355045,0.27844646159491293,0.49128999522547856,0.17948317665965902,0.06843361835418403,0.006050154778963095,92,6.0,6.0,0.94
2021-08-01,100,0.7435944330885489,0.8299177839939914,0.2376967647243369,0.44215958111494796,0.18918687531672812,0.0567748378114108,0.006483577406473222,92,6.0,6.0,0.94
2021-09-01,100,0.7245299579309249,0.8182325501530436,0.22792962338121447,0.43273767122464285,0.18549497739777143,0.0680335846448822,0.006798734565208488,92,11.0,11.0,0.89
2021-10-01,100,0.735253413679542,0.8221199937169666,0.24763672715906213,0.45140975590286364,0.1977844139927873,0.0491732123156981,0.007833043023746145,93,8.0,8.0,0.92
2021-11-01,100,0.7269699060708801,0.8070489954683677,0.22969784123181258,0.42673560473417715,0.20596400312519944,0.052585333403011636,0.008322194171748122,94,10.0,10.0,0.9
2021-12-01,100,0.7143294303491339,0.7997568786281752,0.2156900497288264,0.4105743794561415,0.20313927562959005,0.0670716711596793,0.008952061932828085,92,8.0,8.0,0.92
2022-01-01,100,0.7267037189018339,0.8038772767691402,0.22372355352716794,0.42764144976016455,0.18518600770121418,0.0919112486198154,0.008896124884267628,92,7.0,7.0,0.93
2022-02-01,100,0.7289060605725836,0.809675706273498,0.2236059594182062,0.42648740881255653,0.18694930264192516,0.09709904068923463,0.009009514740529391,92,6.0,6.0,0.94
2022-03-01,100,0.7194734835533231,0.8062788455896527,0.225034066818685,0.42621516115926256,0.19396290828294438,0.07717367778479273,0.010804324980122543,93,7.0,7.0,0.93
2022-04-01,100,0.7361007124436449,0.8139321409912157,0.22580348615726326,0.42488961391738556,0.19649439472688465,0.09302006130993115,0.012356986766507125,91,5.0,5.0,0.95
2022-05-01,100,0.7880608143438976,0.8534911075166168,0.2577827118012295,0.46433391410854247,0.18514576940903743,0.11776238118997666,0.013449589732250473,90,5.0,5.0,0.95
2022-06-01,100,0.7627114066794445,0.8419111631593703,0.2239099325018996,0.4337564989937458,0.15051765988038382,0.1681445480793372,0.012233951248452595,89,6.0,6.0,0.94
2022-07-01,100,0.7643804906309367,0.8376277512557488,0.22189106401677655,0.4197740226952978,0.18904333725840552,0.13768005787054546,0.01230023082218515,89,8.0,8.0,0.92
2022-08-01,100,0.7642866850543769,0.8377931840336561,0.20735265223694752,0.3974380467249392,0.19313787053943574,0.15542446385231182,0.012855669965323583,88,8.0,8.0,0.92
2022-09-01,100,0.7512273465765744,0.8372497529961498,0.20516560168433254,0.40287783933158544,0.17333451364252872,0.15742401817573873,0.012429349558354005,87,9.0,9.0,0.91
2022-10-01,100,0.7529513697986125,0.839402033272484,0.20570424317414637,0.39662621465075076,0.19202266461483652,0.14273359819945577,0.012909922643182418,88,8.0,8.0,0.92
2022-11-01,100,0.7545711866823922,0.8456850638584157,0.1950209507730238,0.3848171238126835,0.17861111152709253,0.1685995532414243,0.012388500822905555,87,6.0,6.0,0.94
2022-12-01,100,0.7809303749789713,0.8557437443540757,0.21302496992779354,0.4057866787549837,0.18353888427446166,0.17125777729181055,0.012327478809696391,87,5.0,5.0,0.95
2023-01-01,100,0.77083645671433,0.8407962387737762,0.23292815606215522,0.43415213138447356,0.18657710140653835,0.13243915559660227,0.012686678256868152,87,5.0,5.0,0.95
2023-02-01,100,0.7727737793601521,0.8368617436843925,0.23140070106043142,0.4318830773883302,0.1872697085303048,0.1252055645617763,0.012434984629451081,89,9.0,9.0,0.91
2023-03-01,100,0.8034142672133443,0.8660248200893879,0.2682206995324334,0.4730492633854499,0.18841429752203778,0.11235825306870133,0.013725347970299956,87,10.0,10.0,0.9
2023-04-01,100,0.8089575734490775,0.8691087003111762,0.2740494655775258,0.47753713113899604,0.19366888603619165,0.10725956816121847,0.015078468114063935,86,6.0,6.0,0.94
2023-05-01,100,0.811232006529227,0.8742795347799751,0.27012535791062764,0.47012450465936156,0.19996671674351046,0.11006368735956001,0.01682016755202538,86,5.0,5.0,0.95
2023-06-01,100,0.8291626990237636,0.88463726933502,0.304591651905912,0.5098128571491436,0.19204910380923085,0.10740432432838927,0.01765882116149224,86,1.0,1.0,0.99
2023-07-01,100,0.8136265142223569,0.876144607612632,0.2820672201045454,0.48679687175461245,0.19143374468283808,0.10484133804364976,0.018311747609017354,86,3.0,3.0,0.97
2023-08-01,100,0.8183052334430672,0.881167918374079,0.2884594616471841,0.49330617598783183,0.1902495576792636,0.11140186458105353,0.019367523487218076,86,3.0,3.0,0.97
2023-09-01,100,0.8176069619356333,0.8792626246202566,0.288192457525688,0.49350550991320286,0.18857708799782458,0.11231684946075535,0.019943240971194164,84,2.0,2.0,0.98
2023-10-01,100,0.8254590324825928,0.885628640738465,0.3215543743414503,0.5337036757525411,0.17238717682800814,0.09533841774396265,0.01869586133196334,85,3.0,3.0,0.97
2023-11-01,100,0.8110727166802518,0.8772175942910296,0.31341304623989036,0.5261922489829741,0.17338640297994545,0.088866722262687,0.018488428042541732,88,11.0,11.0,0.89
2023-12-01,100,0.7916079387578316,0.8623460888099636,0.2937011042199441,0.5085547148814404,0.16962652589633065,0.07840302012348084,0.018414115452995608,88,10.0,10.0,0.9
2024-01-01,100,0.8037956974810915,0.8698190739466444,0.30231293461171316,0.5158603613923735,0.17279411803435046,0.08153142590099435,0.0185905460336836,90,11.0,11.0,0.89
2024-02-01,100,0.818840843163566,0.8775145647563344,0.33248081926310874,0.5439498046508998,0.1797737777317543,0.06066309589619936,0.02076724839741754,90,12.0,12.0,0.88
2024-03-01,100,0.8048780515703943,0.8638148144967298,0.31445757987373796,0.5316235544674865,0.1633005042384927,0.056643972651336756,0.020579654490126876,87,14.0,14.0,0.86
2024-04-01,100,0.8220404573596051,0.8782901027738107,0.3257262539191727,0.5402081326163968,0.16859495072135836,0.06692323248447304,0.021677184771221877,87,10.0,10.0,0.9
2024-05-01,100,0.8247945865976615,0.8786440134681175,0.32301774675060985,0.534686601850074,0.17882452892799605,0.061772137781264704,0.02377204964743364,87,7.0,7.0,0.93
2024-06-01,100,0.8323101796161718,0.8890983528717457,0.3235563356463194,0.5340603426796549,0.1803595102461509,0.06935593327311729,0.024975508766891412,86,6.0,6.0,0.94
2024-07-01,100,0.8381953549453858,0.8956514374416501,0.3383771920524323,0.5521252592345102,0.16644688879018374,0.06692875826196668,0.023481310823415345,85,5.0,5.0,0.95
2024-08-01,100,0.8299346057547041,0.8874881035921957,0.3407756192567667,0.5594576299085714,0.14558602422857653,0.07934485182570498,0.03000666370729308,81,8.0,8.0,0.92
2024-09-01,100,0.8242943461685881,0.8814453919780963,0.34289489985899574,0.5633728527840951,0.13897215960128825,0.07232209228737943,0.028778145461730822,83,7.0,7.0,0.93
2024-10-01,100,0.8379849767744459,0.8913635521468701,0.3682613367787661,0.5875900818093596,0.13144043157286492,0.06963650664908284,0.028153750309329224,81,6.0,6.0,0.94
2024-11-01,100,0.7982579845344566,0.8782119044606402,0.3432034030985168,0.5670151780415088,0.12752704474115656,0.055449629774410814,0.026602617518885888,83,8.0,8.0,0.92
2024-12-01,100,0.802448476404058,0.8780095755584131,0.34233150517249916,0.566437892624868,0.1250272166719396,0.06215098643441613,0.02666915623550552,80,11.0,11.0,0.89
2025-01-01,100,0.8123197164134154,0.8867389126012201,0.3559582870403541,0.580722190851729,0.10947748338230696,0.05926599322766663,0.024721854132812325,79,9.0,9.0,0.91
2025-02-01,100,0.820076802446542,0.890779350297371,0.37060190267864473,0.5948874979094307,0.09844315934704838,0.07709378045635562,0.022891022200364652,79,5.0,5.0,0.95
2025-03-01,100,0.8215306134174805,0.8938513199582399,0.3838117148959557,0.6079849717744192,0.08103438996347759,0.08429715572261699,0.020576610855598886,78,8.0,8.0,0.92
2025-04-01,100,0.8272135763823991,0.8987145699531466,0.40993319476057677,0.6307093295917169,0.07302136471093802,0.07824714521883033,0.019365800645312327,78,7.0,7.0,0.93
2025-05-01,100,0.845432254511978,0.9130440498200348,0.4195560914677325,0.6362781364518263,0.09379019357643621,0.07308110335226486,0.020292250877933807,76,7.0,7.0,0.93
2025-06-01,100,0.8395636142894725,0.9040004440193512,0.4193904210758939,0.6369385747548386,0.08929926085656219,0.07188587133183526,0.023377783679673757,75,8.0,8.0,0.92
2025-07-01,100,0.8313504552691177,0.8970825389704902,0.37678643199993356,0.5975274527428129,0.1171358546741979,0.06461505552809699,0.031704077199377526,73,7.0,7.0,0.93
2025-08-01,100,0.816511570315792,0.8901594762559533,0.34065361790730114,0.5617333095195093,0.1367723599355794,0.0702280436936516,0.03597345547422827,72,5.0,5.0,0.95
2025-09-01,100,0.8144393753229922,0.8871359994062497,0.34323914173465075,0.5662430005059712,0.126410299839985,0.07141498871643447,0.033967023339557596,74,9.0,9.0,0.91
2025-10-01,100,0.8263290657750909,0.897135235177983,0.35405108347681796,0.5762039895573529,0.12250454018134493,0.0786307365718039,0.034809370632997085,70,8.0,8.0,0.92
2025-11-01,100,0.8192135378693158,0.8906259896269912,0.3442253512901531,0.5686064024906204,0.11324260379374222,0.09214415717674047,0.03189101804874492,72,8.0,8.0,0.92
2025-12-01,100,0.8206691579384596,0.8917052082739743,0.3458969478300965,0.5696614994118548,0.1156894491874984,0.09543018051472127,0.032893694784471475,72,5.0,5.0,0.95
2026-01-01,100,0.8186267140886286,0.8897179323567053,0.3452317848261815,0.5698080295915293,0.11055913364637847,0.09870027958844889,0.0335964622970535,72,4.0,4.0,0.96
2026-02-01,100,0.802042844822126,0.8792878539196225,0.3291448904129571,0.5559521850171487,0.09831905944387806,0.12383308541893097,0.030433068934489275,75,8.0,8.0,0.92
2026-03-01,100,0.7980631739818321,0.8766847567959186,0.3257892870999924,0.552683889624647,0.10117818385996179,0.12354403354524704,0.03078532524493724,74,8.0,8.0,0.92
2026-04-01,100,0.8126118797501333,0.8861534379778705,0.3494065673466623,0.5744177753932596,0.10296752144051206,0.11427962239655062,0.02912916092654377,72,8.0,8.0,0.92
