date,defi_tvl_usd,defi_tvl_growth
2022-12-25,39069303592.0,0.0008964755312064199
2023-01-01,37845166405.0,-0.03183381652004513
2023-01-08,39075667061.0,0.03199667969501263
2023-01-15,43849013628.0,0.11525227687424788
2023-01-22,46000312327.0,0.047895961848574586
2023-01-29,46862251566.0,0.01856429452551822
2023-02-05,48207792143.0,0.02830818999943574
2023-02-12,46499000707.0,-0.036089848518038536
2023-02-19,50124865084.0,0.0750863718417385
2023-02-26,48016589516.0,-0.04297062791860995
2023-03-05,47628464504.0,-0.008115989821625647
2023-03-12,42201017135.0,-0.12098625281523567
2023-03-19,47980040248.0,0.1283407727840995
2023-03-26,47993591806.0,0.00028240169304893925
2023-04-02,48987576157.0,0.020499220191851464
2023-04-09,49319571814.0,0.006754278320460827
2023-04-16,52544998114.0,0.06334891295843548
2023-04-23,47784026959.0,-0.09497848981000345
2023-04-30,48464794410.0,0.014146226290730368
2023-05-07,48433104162.0,-0.0006540956944753873
2023-05-14,45808224964.0,-0.05571989084715767
2023-05-21,46719796431.0,0.019704321933687652
2023-05-28,46535584844.0,-0.003950695907931845
2023-06-04,46316565150.0,-0.004717609666972322
2023-06-11,42157835963.0,-0.09407910195752578
2023-06-18,41676528388.0,-0.011482471823278217
2023-06-25,44203959789.0,0.05887627111572513
2023-07-02,44952908155.0,0.016801083320356014
2023-07-09,44040770131.0,-0.020499657596158016
2023-07-16,44820054189.0,0.01753987862668538
2023-07-23,43382797782.0,-0.03259267934504351
2023-07-30,43587430635.0,0.0047058225407354826
2023-08-06,40362548625.0,-0.07686647981288175
2023-08-13,41727934887.0,0.03326846509689574
2023-08-20,38263943410.0,-0.08666277844681503
2023-08-27,37634960779.0,-0.01657460109675668
2023-09-03,37586968914.0,-0.0012760074544111433
2023-09-10,37622527442.0,0.0009455861924969611
2023-09-17,38521684612.0,0.023618314328405887
2023-09-24,37858433737.0,-0.017367544348054764
2023-10-01,38564250608.0,0.018471922214256864
2023-10-08,38487078637.0,-0.00200313213440495
2023-10-15,36641742772.0,-0.04913446172986369
2023-10-22,38069118558.0,0.03821531352212304
2023-10-29,41243799688.0,0.08009737395410355
2023-11-05,43691190207.0,0.05764569379531537
2023-11-12,46547821863.0,0.06333372660138892
2023-11-19,45800034836.0,-0.0161953595544837
2023-11-26,46944464087.0,0.024680436151019336
2023-12-03,48106188110.0,0.024445531890222583
2023-12-10,51030052423.0,0.0590039026005762
2023-12-17,49971620767.0,-0.02095946274202376
2023-12-24,52752098195.0,0.05414828814265604
2023-12-31,52810902969.0,0.0011141172462743043
2024-01-07,52762612008.0,-0.0009148310422055772
2024-01-14,56361177709.0,0.06597774901967313
2024-01-21,55046829134.0,-0.02359632123332034
2024-01-28,54055575795.0,-0.01817156305498102
2024-02-04,54525686746.0,0.008659208365767057
2024-02-11,62191699395.0,0.1315496335238393
2024-02-18,66940306489.0,0.0735797337368922
2024-02-25,70131613967.0,0.0465724018796827
2024-03-03,80557951007.0,0.13860313749967546
2024-03-10,90407579937.0,0.11535129902868135
2024-03-17,85408588432.0,-0.05688144988620181
2024-03-24,84860848648.0,-0.006433822567618819
2024-03-31,90694121103.0,0.06647969778459384
2024-04-07,88814703575.0,-0.02094032098371912
2024-04-14,79054320677.0,-0.11641699740831513
2024-04-21,85639865494.0,0.0800156734400268
2024-04-28,87029704235.0,0.016098595247420633
2024-05-05,86248536216.0,-0.009016404011060075
2024-05-12,82475206654.0,-0.04473536159099112
2024-05-19,88021021606.0,0.06507794506906706
2024-05-26,98554101584.0,0.11302998421597721
2024-06-02,99842540888.0,0.012988701843831052
2024-06-09,98285470268.0,-0.015718147760065193
2024-06-16,95339320514.0,-0.03043388336242714
2024-06-23,92691848534.0,-0.02816178789830559
2024-06-30,89435995612.0,-0.0357572982513048
2024-07-07,83355544594.0,-0.07040810781657925
2024-07-14,86428480160.0,0.03620212416701207
2024-07-21,94854512418.0,0.09302701652851653
2024-07-28,92593798906.0,-0.024122096551590033
2024-08-04,82895929733.0,-0.11063621053230577
2024-08-11,79383567652.0,-0.04329457210888776
2024-08-18,79040800276.0,-0.004327211972956491
2024-08-25,84438667544.0,0.06606126460313533
2024-09-01,78109441669.0,-0.07791450135344391
2024-09-08,73510723884.0,-0.06067964282781091
2024-09-15,79003284089.0,0.07205812359018893
2024-09-22,82995139374.0,0.04929262197293838
2024-09-29,85981815444.0,0.035353781246822535
2024-10-06,80101594225.0,-0.07084006875949456
2024-10-13,81372509192.0,0.01574173424250347
2024-10-20,83242004713.0,0.022714593712393594
2024-10-27,82768210684.0,-0.005708026030550428
2024-11-03,83130417027.0,0.004366605360399234
2024-11-10,96698487531.0,0.15118709740445624
2024-11-17,102588915960.0,0.059132133822604516
2024-11-24,112030553204.0,0.08804173523530068
2024-12-01,119835468205.0,0.06734807311785929
2024-12-08,129960818432.0,0.08111330467450273
2024-12-15,128084481824.0,-0.014542947893552594
2024-12-22,114703757724.0,-0.11033727553212103
2024-12-29,118343999074.0,0.031242844841408157
2025-01-05,125509086248.0,0.058782526568240456
2025-01-12,116525386475.0,-0.07426899740998039
2025-01-19,121996324627.0,0.04588175934771499
2025-01-26,123302001697.0,0.010645726130601219
2025-02-02,115270117333.0,-0.06735842389235103
2025-02-09,106821583316.0,-0.07611822342726526
2025-02-16,109906722634.0,0.02847203292055056
2025-02-23,109050575251.0,-0.007820262256739596
2025-03-02,96524193243.0,-0.12201808364156719
2025-03-09,95927862913.0,-0.006197203089762127
2025-03-16,92152447526.0,-0.040152237012872405
2025-03-23,92654132140.0,0.005429307195321087
2025-03-30,90716753605.0,-0.021131496635362623
2025-04-06,91442335017.0,0.007966500655129494
2025-04-13,88034454008.0,-0.03798029454561558
2025-04-20,87026768035.0,-0.01151251077687121
2025-04-27,97006191583.0,0.10855905732440618
2025-05-04,97924344072.0,0.009420374041514634
2025-05-11,114479370725.0,0.156199457161037
2025-05-18,109596796202.0,-0.043586496068332536
2025-05-25,112119150477.0,0.022754007006128063
2025-06-01,110171396429.0,-0.01752484686745248
2025-06-08,108880072668.0,-0.011790276735105465
2025-06-15,108862772933.0,-0.00015890060578982457
2025-06-22,103493723286.0,-0.050577158864108185
2025-06-29,109230286665.0,0.05394740898162098
2025-07-06,111875250437.0,0.023926039867152582
2025-07-13,123076800943.0,0.09542414329218829
2025-07-20,134735401077.0,0.0905043046906151
2025-07-27,138714658964.0,0.029106146894697815
2025-08-03,128502369892.0,-0.07647166310852072
2025-08-10,149343510465.0,0.15030174495549886
2025-08-17,150654359174.0,0.008739109069324513
2025-08-24,159536530312.0,0.057284725241437684
2025-08-31,151291221476.0,-0.05306632770744457
2025-09-07,150018623942.0,-0.008447152460902885
2025-09-14,161676162590.0,0.07483589221206444
2025-09-21,160453094473.0,-0.007593684630826658
2025-09-28,150313640865.0,-0.0652776033581226
2025-10-05,165883693565.0,0.09856285139256826
2025-10-12,145795247288.0,-0.12908368005085435
2025-10-19,148586598982.0,0.01896472483282352
2025-10-26,149591697854.0,0.006741621972018663
2025-11-02,147266073587.0,-0.015668593312184953
2025-11-09,128992952900.0,-0.13248320087260979
2025-11-16,123869017337.0,-0.04053307867114597
2025-11-23,110136567891.0,-0.11750357349837515
2025-11-30,116405022483.0,0.05535456082807144
2025-12-07,116809749492.0,0.0034708557427904907
2025-12-14,119180291246.0,0.020090860476155825
2025-12-21,116807458675.0,-0.0201104721907015
2025-12-28,115107834623.0,-0.014657545495790458
2026-01-04,120689140525.0,0.047348771882205654
2026-01-11,119865901389.0,-0.006844523759209409
2026-01-18,127890513095.0,0.06480090193837995
2026-01-25,118675068377.0,-0.07478529083225283
2026-02-01,106393176303.0,-0.10924779824706121
2026-02-08,96984583028.0,-0.09258941434461221
2026-02-15,96880926576.0,-0.0010693646548034508
2026-02-22,92816096430.0,-0.042862585700529365
2026-03-01,91570412716.0,-0.013511863441621585
2026-03-08,92816994592.0,0.013521540186161474
2026-03-15,95501700906.0,0.028514303457146895
2026-03-22,94881123809.0,-0.006519278152907759
2026-03-29,91949799989.0,-0.031382003876029074
2026-04-05,91974257264.0,0.00026594971326332484
2026-04-12,95870811311.0,0.04149284412270404
