date,asset,window_days,feature_id,feature_label,beta,correlation,sample_count,n,timing
2021-07-12,BTC,180,vix_d1,VIX change,-0.006797682716487059,-0.2625636139551431,180,180,contemporaneous
2021-07-12,BTC,180,real_yield_d1,Real-yield change,-0.12168404385728158,-0.08882214788126705,180,180,contemporaneous
2021-07-12,BTC,180,nominal_10y_d1,10Y yield change,-0.08237684321410085,-0.0575014314144184,180,180,contemporaneous
2021-07-26,BTC,180,qqq_ret,QQQ return,1.3337879392832626,0.2980217957660409,180,180,contemporaneous
2021-07-26,BTC,180,spy_ret,SPY return,1.8608871983615392,0.2862032794313986,180,180,contemporaneous
2021-07-26,BTC,180,dxy_ret,DXY return,-0.7730907526057439,-0.04679135500064696,180,180,contemporaneous
2021-07-26,BTC,180,gold_ret,Gold return,0.031922503447597714,0.0049036645862861545,180,180,contemporaneous
2021-07-26,BTC,180,vix_d1,VIX change,-0.00691992264009365,-0.2816769044345651,180,180,contemporaneous
2021-07-26,BTC,180,real_yield_d1,Real-yield change,-0.07848540965185154,-0.05971695769295655,180,180,contemporaneous
2021-07-26,BTC,180,nominal_10y_d1,10Y yield change,-0.015586680153085909,-0.011821007719075155,180,180,contemporaneous
2021-08-09,BTC,180,qqq_ret,QQQ return,1.2098569901508098,0.2689572750939927,180,180,contemporaneous
2021-08-09,BTC,180,spy_ret,SPY return,1.6255153601109018,0.24015115052563535,180,180,contemporaneous
2021-08-09,BTC,180,dxy_ret,DXY return,-0.28382236827942514,-0.017797188317425813,180,180,contemporaneous
2021-08-09,BTC,180,gold_ret,Gold return,-0.4169244043896365,-0.06712791526258172,180,180,contemporaneous
2021-08-09,BTC,180,vix_d1,VIX change,-0.006846863976020431,-0.21781394164643442,180,180,contemporaneous
2021-08-09,BTC,180,real_yield_d1,Real-yield change,-0.058374162647127914,-0.047638799432606946,180,180,contemporaneous
2021-08-09,BTC,180,nominal_10y_d1,10Y yield change,-0.049614600282808376,-0.04028074538236118,180,180,contemporaneous
