asset,frequency,model_family,regime,feature_id,n,row_index_hash,vif,condition_number,max_abs_pairwise_corr,correlation_cluster
BTC,daily,etf_era_augmented,btc_etf_era,qqq_ret,435,9c52fc15c9846253,15.307209157135045,12.152135944341724,0.9602160259981117,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,spy_ret,435,9c52fc15c9846253,26.127940626516505,12.152135944341724,0.9602160259981117,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,iwm_ret,435,9c52fc15c9846253,3.6348064719108324,12.152135944341724,0.8174615852906701,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,dxy_ret,435,9c52fc15c9846253,1.1028206231825346,12.152135944341724,0.16593549431561325,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,gold_ret,435,9c52fc15c9846253,1.18521540394924,12.152135944341724,0.2330121391036002,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,vix_d1,435,9c52fc15c9846253,4.288379634640631,12.152135944341724,0.8626867442812198,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,real_yield_d1,435,9c52fc15c9846253,5.800521730607961,12.152135944341724,0.8928125287819354,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,nominal_10y_d1,435,9c52fc15c9846253,5.765961660157667,12.152135944341724,0.8928125287819354,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_etf_flow_intensity_lag0,435,9c52fc15c9846253,1.7503596642296357,12.152135944341724,0.5539262323730626,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_etf_flow_intensity_lag1,435,9c52fc15c9846253,1.844882154747282,12.152135944341724,0.5539262323730626,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,stablecoin_supply_growth_lag1,435,9c52fc15c9846253,1.062671055612675,12.152135944341724,0.1868272892922246,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,defi_tvl_growth_lag1,435,9c52fc15c9846253,1.75616991422421,12.152135944341724,0.6058509743610617,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,fear_greed_altme_lag1,435,9c52fc15c9846253,1.4213504175745586,12.152135944341724,0.4019676100437066,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,fear_greed_change_lag1,435,9c52fc15c9846253,1.6539857389037282,12.152135944341724,0.6058509743610617,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_oi_growth_lag1,435,9c52fc15c9846253,1.2511906651658924,12.152135944341724,0.3383878708709816,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_funding_z_lag1,435,9c52fc15c9846253,1.2741118223730483,12.152135944341724,0.4019676100437066,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_exchange_netflow_scaled_lag1,435,9c52fc15c9846253,1.068289810931255,12.152135944341724,0.1260798196710029,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,qqq_ret,328,96197df38c1e37ce,7.555717315372978,8.104456442196827,0.9234594429100468,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,spy_ret,328,96197df38c1e37ce,11.037075075515302,8.104456442196827,0.9234594429100468,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,iwm_ret,328,96197df38c1e37ce,2.2513610997690288,8.104456442196827,0.7384199088626182,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,dxy_ret,328,96197df38c1e37ce,1.3815384832267392,8.104456442196827,0.3697122516855688,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,gold_ret,328,96197df38c1e37ce,1.2904488789822024,8.104456442196827,0.36808134762941874,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,vix_d1,328,96197df38c1e37ce,2.248044540578409,8.104456442196827,0.7254988072972275,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,real_yield_d1,328,96197df38c1e37ce,3.8224569682177982,8.104456442196827,0.796418991616597,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,nominal_10y_d1,328,96197df38c1e37ce,3.564675847268153,8.104456442196827,0.796418991616597,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,qqq_ret,210,b32a2aea0fdbd547,7.390887945498349,8.288445017206092,0.9173320468495205,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,spy_ret,210,b32a2aea0fdbd547,10.927220203491517,8.288445017206092,0.9173320468495205,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,iwm_ret,210,b32a2aea0fdbd547,2.2925065463698915,8.288445017206092,0.7456476172377685,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,dxy_ret,210,b32a2aea0fdbd547,1.5915537175164063,8.288445017206092,0.4432700154095676,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,gold_ret,210,b32a2aea0fdbd547,1.5656503539635087,8.288445017206092,0.5170400108315518,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,vix_d1,210,b32a2aea0fdbd547,2.113774755930857,8.288445017206092,0.70208283329432,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,real_yield_d1,210,b32a2aea0fdbd547,3.7450015332921267,8.288445017206092,0.7658028153181776,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,nominal_10y_d1,210,b32a2aea0fdbd547,3.3262273029198597,8.288445017206092,0.7658028153181776,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,qqq_ret,118,ab1468ee0812fe96,12.629283691833573,10.07443773490369,0.9536195520047791,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,spy_ret,118,ab1468ee0812fe96,18.432694764892712,10.07443773490369,0.9536195520047791,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,iwm_ret,118,ab1468ee0812fe96,2.677345944255,10.07443773490369,0.7220605211513742,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,dxy_ret,118,ab1468ee0812fe96,1.1657287213851244,10.07443773490369,0.2599664540543088,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,gold_ret,118,ab1468ee0812fe96,1.1514564012732647,10.07443773490369,0.2599664540543088,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,vix_d1,118,ab1468ee0812fe96,3.407701333221671,10.07443773490369,0.8175791377984484,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,real_yield_d1,118,ab1468ee0812fe96,7.023961539149597,10.07443773490369,0.9016912331405387,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,nominal_10y_d1,118,ab1468ee0812fe96,7.120035396595549,10.07443773490369,0.9016912331405387,high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,stablecoin_supply_growth_lag1,323,1b8b9a4479266c37,1.2201451310132276,3.1659192091025474,0.3681208430697279,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,defi_tvl_growth_lag1,323,1b8b9a4479266c37,2.3619175692389662,3.1659192091025474,0.6671895205858468,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,fear_greed_altme_lag1,323,1b8b9a4479266c37,1.4370003876455095,3.1659192091025474,0.4722137262719353,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,fear_greed_change_lag1,323,1b8b9a4479266c37,1.5101106820005228,3.1659192091025474,0.5429851418033632,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_oi_growth_lag1,323,1b8b9a4479266c37,2.1074097780554877,3.1659192091025474,0.6671895205858468,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_funding_z_lag1,323,1b8b9a4479266c37,1.4602641124534275,3.1659192091025474,0.4722137262719353,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_exchange_netflow_scaled_lag1,323,1b8b9a4479266c37,1.0254000891926796,3.1659192091025474,0.1309169479939372,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,qqq_ret,117,12d5fe478f4aa107,13.656704192260587,11.967059307516765,0.9536686073623561,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,spy_ret,117,12d5fe478f4aa107,20.402239061267796,11.967059307516765,0.9536686073623561,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,iwm_ret,117,12d5fe478f4aa107,3.297094011851221,11.967059307516765,0.7302384852154201,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,dxy_ret,117,12d5fe478f4aa107,1.4091858537402622,11.967059307516765,0.25943645197974496,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,gold_ret,117,12d5fe478f4aa107,1.3822297055682233,11.967059307516765,0.25943645197974496,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,vix_d1,117,12d5fe478f4aa107,3.6472463617026287,11.967059307516765,0.8184716531593064,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,real_yield_d1,117,12d5fe478f4aa107,7.414022091859319,11.967059307516765,0.9029606140195732,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,nominal_10y_d1,117,12d5fe478f4aa107,7.554666944327436,11.967059307516765,0.9029606140195732,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_etf_flow_intensity_lag0,117,12d5fe478f4aa107,1.4848487053454156,11.967059307516765,0.3866147121992285,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_etf_flow_intensity_lag1,117,12d5fe478f4aa107,1.9610077055014448,11.967059307516765,0.5585041244087317,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,stablecoin_supply_growth_lag1,117,12d5fe478f4aa107,1.5407711659632002,11.967059307516765,0.43346418729854636,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,defi_tvl_growth_lag1,117,12d5fe478f4aa107,3.322772522147392,11.967059307516765,0.7031365778244976,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,fear_greed_altme_lag1,117,12d5fe478f4aa107,1.7686861040053974,11.967059307516765,0.556152305224617,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,fear_greed_change_lag1,117,12d5fe478f4aa107,2.0818252918998748,11.967059307516765,0.6312547476176604,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_oi_growth_lag1,117,12d5fe478f4aa107,2.836054240865918,11.967059307516765,0.7031365778244976,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_funding_z_lag1,117,12d5fe478f4aa107,1.7805977528349084,11.967059307516765,0.5674268578399678,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_exchange_netflow_scaled_lag1,117,12d5fe478f4aa107,1.3365742111576884,11.967059307516765,0.26627760945288487,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,qqq_ret,1233,e67342d46aa84be9,9.20744088898147,9.213441293338851,0.9388227470470767,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,spy_ret,1233,e67342d46aa84be9,15.7820760506553,9.213441293338851,0.9388227470470767,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,iwm_ret,1233,e67342d46aa84be9,4.189403065693893,9.213441293338851,0.8599471814662455,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,dxy_ret,1233,e67342d46aa84be9,1.0964737775655653,9.213441293338851,0.21610101754188182,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,gold_ret,1233,e67342d46aa84be9,1.1742347237011417,9.213441293338851,0.34078701555532165,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,vix_d1,1233,e67342d46aa84be9,2.5978501364810276,9.213441293338851,0.7797977925171071,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,real_yield_d1,1233,e67342d46aa84be9,3.355509131082524,9.213441293338851,0.8214508990084982,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,nominal_10y_d1,1233,e67342d46aa84be9,3.3055642945589745,9.213441293338851,0.8214508990084982,high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,qqq_ret,797,97a52cd033d2f792,8.436658221861752,8.931471787043165,0.932247591978583,high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,spy_ret,797,97a52cd033d2f792,15.033362733402553,8.931471787043165,0.932247591978583,high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,iwm_ret,797,97a52cd033d2f792,4.622735739709007,8.931471787043165,0.8742788887784209,high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,dxy_ret,797,97a52cd033d2f792,1.139096177821578,8.931471787043165,0.25005565792063084,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,gold_ret,797,97a52cd033d2f792,1.2757258056319625,8.931471787043165,0.4363667461801061,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,vix_d1,797,97a52cd033d2f792,2.378942285873615,8.931471787043165,0.753977033691056,high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,real_yield_d1,797,97a52cd033d2f792,3.2248855266746883,8.931471787043165,0.8042476843270038,high_corr
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,nominal_10y_d1,797,97a52cd033d2f792,3.0757202047543277,8.931471787043165,0.8042476843270038,high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,qqq_ret,436,837a7fbcc7cd4848,14.77925850698996,11.766758964749446,0.9601679268051173,high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,spy_ret,436,837a7fbcc7cd4848,24.92872056348653,11.766758964749446,0.9601679268051173,high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,iwm_ret,436,837a7fbcc7cd4848,3.4599752938186343,11.766758964749446,0.8172555656716339,high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,dxy_ret,436,837a7fbcc7cd4848,1.0783990882429342,11.766758964749446,0.1659564082956069,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,gold_ret,436,837a7fbcc7cd4848,1.1294809880343004,11.766758964749446,0.23282968427660192,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,vix_d1,436,837a7fbcc7cd4848,4.095014831468918,11.766758964749446,0.862651896404474,high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,real_yield_d1,436,837a7fbcc7cd4848,5.679565729876834,11.766758964749446,0.8931401397571165,high_corr
ETH,daily,long_sample_contemporaneous_exposure,btc_etf_era,nominal_10y_d1,436,837a7fbcc7cd4848,5.632878402084627,11.766758964749446,0.8931401397571165,high_corr
ETH,daily,long_sample_lagged_state_association,full_common_sample,stablecoin_supply_growth_lag1,2263,1167a8613df8d6f0,1.0276682506671548,1.9090752020129007,0.12308300313966768,not_high_corr
ETH,daily,long_sample_lagged_state_association,full_common_sample,defi_tvl_growth_lag1,2263,1167a8613df8d6f0,1.3876030628301952,1.9090752020129007,0.4566503620436478,not_high_corr
ETH,daily,long_sample_lagged_state_association,full_common_sample,fear_greed_altme_lag1,2263,1167a8613df8d6f0,1.1624996835944692,1.9090752020129007,0.3312177407745035,not_high_corr
ETH,daily,long_sample_lagged_state_association,full_common_sample,fear_greed_change_lag1,2263,1167a8613df8d6f0,1.2683493931093688,1.9090752020129007,0.4566503620436478,not_high_corr
ETH,daily,long_sample_lagged_state_association,full_common_sample,eth_oi_growth_lag1,2263,1167a8613df8d6f0,1.0323110982406198,1.9090752020129007,0.1583043374808182,not_high_corr
ETH,daily,long_sample_lagged_state_association,full_common_sample,eth_funding_z_lag1,2263,1167a8613df8d6f0,1.196870686765375,1.9090752020129007,0.3312177407745035,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,qqq_ret,333,9ededd103d2ffffa,16.82859738614988,12.870658593215929,0.9659461477655248,high_corr
ETH,daily,etf_era_augmented,eth_etf_era,spy_ret,333,9ededd103d2ffffa,29.24584212230916,12.870658593215929,0.9659461477655248,high_corr
ETH,daily,etf_era_augmented,eth_etf_era,iwm_ret,333,9ededd103d2ffffa,4.189981236610217,12.870658593215929,0.8537909088303868,high_corr
ETH,daily,etf_era_augmented,eth_etf_era,dxy_ret,333,9ededd103d2ffffa,1.1151877015821536,12.870658593215929,0.18386473379581894,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,gold_ret,333,9ededd103d2ffffa,1.1255870388924027,12.870658593215929,0.18677913636102383,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,vix_d1,333,9ededd103d2ffffa,5.108091815666648,12.870658593215929,0.8833098047908512,high_corr
ETH,daily,etf_era_augmented,eth_etf_era,real_yield_d1,333,9ededd103d2ffffa,5.312447858942062,12.870658593215929,0.8746192268222825,high_corr
ETH,daily,etf_era_augmented,eth_etf_era,nominal_10y_d1,333,9ededd103d2ffffa,5.249702182242884,12.870658593215929,0.8746192268222825,high_corr
ETH,daily,etf_era_augmented,eth_etf_era,eth_etf_flow_intensity_lag0,333,9ededd103d2ffffa,1.7186183799761556,12.870658593215929,0.5767902486989849,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,eth_etf_flow_intensity_lag1,333,9ededd103d2ffffa,1.6699932485812776,12.870658593215929,0.5767902486989849,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,stablecoin_supply_growth_lag1,333,9ededd103d2ffffa,1.0889528254735648,12.870658593215929,0.21708805569694412,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,defi_tvl_growth_lag1,333,9ededd103d2ffffa,1.915064029917844,12.870658593215929,0.6436999058816398,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,fear_greed_altme_lag1,333,9ededd103d2ffffa,1.3475034689064564,12.870658593215929,0.3684269136847919,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,fear_greed_change_lag1,333,9ededd103d2ffffa,1.784142727031243,12.870658593215929,0.6436999058816398,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,eth_oi_growth_lag1,333,9ededd103d2ffffa,1.1217297796014098,12.870658593215929,0.20607003095306314,not_high_corr
ETH,daily,etf_era_augmented,eth_etf_era,eth_funding_z_lag1,333,9ededd103d2ffffa,1.3499907811374454,12.870658593215929,0.3684269136847919,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,qqq_ret,328,96197df38c1e37ce,7.555717315372978,8.104456442196827,0.9234594429100468,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,spy_ret,328,96197df38c1e37ce,11.037075075515302,8.104456442196827,0.9234594429100468,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,iwm_ret,328,96197df38c1e37ce,2.2513610997690288,8.104456442196827,0.7384199088626182,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,dxy_ret,328,96197df38c1e37ce,1.3815384832267392,8.104456442196827,0.3697122516855688,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,gold_ret,328,96197df38c1e37ce,1.2904488789822024,8.104456442196827,0.36808134762941874,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,vix_d1,328,96197df38c1e37ce,2.248044540578409,8.104456442196827,0.7254988072972275,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,real_yield_d1,328,96197df38c1e37ce,3.8224569682177982,8.104456442196827,0.796418991616597,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,full_common_sample,nominal_10y_d1,328,96197df38c1e37ce,3.564675847268153,8.104456442196827,0.796418991616597,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,qqq_ret,210,b32a2aea0fdbd547,7.390887945498349,8.288445017206092,0.9173320468495205,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,spy_ret,210,b32a2aea0fdbd547,10.927220203491517,8.288445017206092,0.9173320468495205,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,iwm_ret,210,b32a2aea0fdbd547,2.2925065463698915,8.288445017206092,0.7456476172377685,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,dxy_ret,210,b32a2aea0fdbd547,1.5915537175164063,8.288445017206092,0.4432700154095676,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,gold_ret,210,b32a2aea0fdbd547,1.5656503539635087,8.288445017206092,0.5170400108315518,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,vix_d1,210,b32a2aea0fdbd547,2.113774755930857,8.288445017206092,0.70208283329432,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,real_yield_d1,210,b32a2aea0fdbd547,3.7450015332921267,8.288445017206092,0.7658028153181776,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,nominal_10y_d1,210,b32a2aea0fdbd547,3.3262273029198597,8.288445017206092,0.7658028153181776,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,qqq_ret,118,ab1468ee0812fe96,12.629283691833573,10.07443773490369,0.9536195520047791,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,spy_ret,118,ab1468ee0812fe96,18.432694764892712,10.07443773490369,0.9536195520047791,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,iwm_ret,118,ab1468ee0812fe96,2.677345944255,10.07443773490369,0.7220605211513742,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,dxy_ret,118,ab1468ee0812fe96,1.1657287213851244,10.07443773490369,0.2599664540543088,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,gold_ret,118,ab1468ee0812fe96,1.1514564012732647,10.07443773490369,0.2599664540543088,not_high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,vix_d1,118,ab1468ee0812fe96,3.407701333221671,10.07443773490369,0.8175791377984484,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,real_yield_d1,118,ab1468ee0812fe96,7.023961539149597,10.07443773490369,0.9016912331405387,high_corr
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,nominal_10y_d1,118,ab1468ee0812fe96,7.120035396595549,10.07443773490369,0.9016912331405387,high_corr
