mvrv_state_quintile,n,next_week_return_mean,next_day_return_mean,realized_vol_30d_median,future_30d_min_drawdown_median,funding_z_median,leverage_percentile_median
Q1 low,388,0.0034706523297767084,0.00024150358577377422,0.6332942801177086,-0.06182185834423776,-0.07993093299947224,0.9504953631255113
Q2,450,-0.002355825152936247,-0.00035752871680847176,0.4424035833716699,-0.061316476570983824,-0.06860071531220227,0.7129310344827586
Q3,256,-0.0018128005341190787,0.00010514475278412816,0.6265027334673763,-0.10469326023371722,-0.39805464084431086,0.7350534879600987
Q4,698,0.006739591218384126,0.0007356946470764392,0.48421123193256244,-0.058423364169182035,-0.12761155614463557,0.6923953040126161
Q5 high,464,0.020788276489262174,0.003423891195561183,0.5776477725510197,-0.06434451067416963,0.4375412903061659,0.761349587912088
