date,btc_ret,d_log_mvrv,d_log_market_cap,d_log_realized_cap,identity_residual,btc_market_cap_usd,btc_realized_cap_usd,btc_mvrv,identity_convention_caveat
2020-01-01,,,,,,130490056323.49442,100946260833.54507,1.29266855,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-02,-0.033258384754907,-0.0331371613840169,-0.0331612054505896,-2.4044544858270456e-05,-4.782855222984495e-10,126233809917.3982,100943833655.82826,1.25053513,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-03,0.052623218026774,0.0524823833843997,0.0527396829072621,0.0002573005948249,1.0719625187505244e-09,133070026481.7064,100969809905.98082,1.31791896,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-04,0.001511650297127,0.0016639297392603,0.0016274125939546,-3.652049347735442e-05,-3.348171628836382e-09,133286762630.41476,100966122506.02995,1.32011371,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-05,0.0011111133771244,0.0010167437947949,0.0012234175603609,0.0002066729877476,-7.77818254249496e-10,133449927785.58704,100986991632.69786,1.32145661,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-06,0.053533586222155,0.0532331503950674,0.0536265893416683,0.0003934396865794,7.39978578412348e-10,140801757241.92368,101026731740.18929,1.39370793,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-07,0.0495455130758326,0.048942936782009,0.0496667485998081,0.0007238118321808,1.4381773549843048e-11,147971497781.05283,101099882554.50842,1.46361691,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-08,-0.0125560365279682,-0.0134256779503138,-0.0124582322150281,0.0009674449343464,-8.009392593599785e-10,146139470108.88873,101197738451.21216,1.44409818,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-09,-0.0294523001146114,-0.0300095680551137,-0.029344175493744,0.0006653974243313,4.862961644480634e-09,141913435839.08313,101265097573.5338,1.40140522,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
2020-01-10,0.047071011623375,0.0468896998633368,0.0471736158980142,0.000283913370179,-2.664498344184807e-09,148768421808.21033,101293852170.38158,1.46868165,"MVRV, market cap, and realized cap are provider-exported series; source timing/conventions can leave residuals even when intervals are aligned."
