asset,asset_name,canonical_key,coingecko_id,asset_type,selected_major,observations,first_valid_date,last_valid_date,coverage_status,analysis_boundary
ADA,Cardano,coingecko:cardano,coingecko:cardano,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
BNB,BNB,coingecko:binancecoin,coingecko:binancecoin,exchange_chain_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
BTC,Bitcoin,coingecko:bitcoin,coingecko:bitcoin,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
DOGE,Dogecoin,coingecko:dogecoin,coingecko:dogecoin,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
ETH,Ethereum,coingecko:ethereum,coingecko:ethereum,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
HYPE,Hyperliquid,coingecko:hyperliquid,coingecko:hyperliquid,base_network_asset,True,564,2024-11-29,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
SOL,Solana,coingecko:solana,coingecko:solana,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
TON,Toncoin,coingecko:the-open-network,coingecko:the-open-network,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
TRX,TRON,coingecko:tron,coingecko:tron,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
XRP,XRP,coingecko:ripple,coingecko:ripple,base_network_asset,True,1263,2022-12-31,2026-06-16,usable_current_cohort_daily,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
