asset,block,shapley_r2,full_r2,n,n_blocks,variables,method
eth,Macro,0.07489662029455521,0.17854443176172563,1559,5,DGS10_d1;DGS2_d1;VIXCLS_d1;DTWEXBGS_d1;DFF_d1,exact_block_shapley_r2
eth,TradFi,0.09389325322537516,0.17854443176172563,1559,5,spy_ret;qqq_ret;gld_ret,exact_block_shapley_r2
eth,Liquidity,0.006406446597601839,0.17854443176172563,1559,5,defi_tvl_usd_ret;stables_total_usd_ret,exact_block_shapley_r2
eth,Sentiment,0.0020675845918388487,0.17854443176172563,1559,5,fng_value_d1,exact_block_shapley_r2
eth,ETH Native,0.0012805270523545689,0.17854443176172563,1559,5,cme_eth_basis_close_d1,exact_block_shapley_r2
