leverage_state,n,realized_vol_30d_median,abs_return_next_day_mean,bottom5_rate,same_day_liq_to_lag_oi_pct_median,same_day_liq_to_lag_mcap_bps_median,funding_z_lag1_median
Q1 low,453,0.636066014467206,0.0276307917626828,0.0706401766004415,0.488904334523981,0.588160701898302,-0.387807103510495
Q2,452,0.482948886880911,0.0220182344199708,0.0353982300884955,0.438653623043201,0.631038186943134,-0.0281747992919908
Q3,452,0.482089652629578,0.0189064567408677,0.0420353982300885,0.371992076995416,0.569146792789213,-0.0713851689049345
Q4,452,0.448068864801039,0.0174229526674187,0.0287610619469026,0.406645657134884,0.620285927825701,0.0240691669978827
Q5 high,453,0.579883015477265,0.0223362817938171,0.0772626931567329,0.505699119127127,0.847999070618501,0.168301873064835
