asset,frequency,model_family,regime,feature_id,n,row_index_hash,calendar,calendar_assumption,vif,condition_number,max_abs_pairwise_corr,correlation_cluster
BTC,daily,long_sample_contemporaneous_exposure,pre_btc_etf,vix_d1,797,97a52cd033d2f792,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,2.378942285873615,8.931471787043165,0.753977033691056,high_corr
BTC,daily,long_sample_contemporaneous_exposure,pre_btc_etf,real_yield_d1,797,97a52cd033d2f792,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,3.2248855266746883,8.931471787043165,0.8042476843270038,high_corr
BTC,daily,long_sample_contemporaneous_exposure,pre_btc_etf,nominal_10y_d1,797,97a52cd033d2f792,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,3.075720204754328,8.931471787043165,0.8042476843270038,high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,qqq_ret,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,14.77925850698996,11.766758964749446,0.9601679268051172,high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,spy_ret,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,24.92872056348653,11.766758964749446,0.9601679268051172,high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,iwm_ret,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,3.4599752938186343,11.766758964749446,0.8172555656716339,high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,dxy_ret,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,1.0783990882429342,11.766758964749446,0.1659564082956069,not_high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,gold_ret,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,1.1294809880343004,11.766758964749446,0.2328296842766019,not_high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,vix_d1,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,4.095014831468918,11.766758964749446,0.862651896404474,high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,real_yield_d1,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,5.679565729876834,11.766758964749446,0.8931401397571165,high_corr
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,nominal_10y_d1,436,837a7fbcc7cd4848,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,5.632878402084627,11.766758964749446,0.8931401397571165,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,qqq_ret,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,8.063700211158983,9.420381150438892,0.9234271688385526,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,spy_ret,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,15.27362572060018,9.420381150438892,0.9234271688385526,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,iwm_ret,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,4.698210966742934,9.420381150438892,0.8657203073576737,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,dxy_ret,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,1.6496207799575011,9.420381150438892,0.4484763596174231,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,gold_ret,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,1.3551324791411146,9.420381150438892,0.4362953422205791,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,vix_d1,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,2.31907074573162,9.420381150438892,0.7253811651024331,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,real_yield_d1,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,3.934032889266498,9.420381150438892,0.7962737805365678,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,nominal_10y_d1,327,831cdf6bb4c09f89,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,3.644114916281114,9.420381150438892,0.7962737805365678,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,qqq_ret,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,7.567715984252772,9.61351478686348,0.9172936414247184,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,spy_ret,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,15.099072817422154,9.61351478686348,0.9172936414247184,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,iwm_ret,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,5.403198994997817,9.61351478686348,0.8863720613903296,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,dxy_ret,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,2.1464106835278955,9.61351478686348,0.5602212566510252,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,gold_ret,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,1.7093765353361037,9.61351478686348,0.5211607446072266,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,vix_d1,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,2.2160085391114888,9.61351478686348,0.7019237865885951,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,real_yield_d1,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,3.875516414924624,9.61351478686348,0.7655649348900025,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,nominal_10y_d1,209,601045f9ecee1d03,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,3.419631905614275,9.61351478686348,0.7655649348900025,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,qqq_ret,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,14.10814580252306,11.14480915780272,0.9536195520047792,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,spy_ret,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,22.46166914994826,11.14480915780272,0.9536195520047792,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,iwm_ret,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,3.7068467366955504,11.14480915780272,0.7851421354922521,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,dxy_ret,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,1.196922148207874,11.14480915780272,0.2967747000057227,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,gold_ret,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,1.1112726667895665,11.14480915780272,0.2967747000057227,not_high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,vix_d1,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,3.343502327187325,11.14480915780272,0.8175791377984484,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,real_yield_d1,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,7.326555681999634,11.14480915780272,0.9016912331405388,high_corr
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,nominal_10y_d1,118,afc51b431e243d4f,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,7.374864048456227,11.14480915780272,0.9016912331405388,high_corr
BTC,daily,long_sample_lagged_state_association,full_common_sample,stablecoin_supply_growth_lag1,2263,1167a8613df8d6f0,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,1.0268899732226242,2.006659095924409,0.1230830031396676,not_high_corr
BTC,daily,long_sample_lagged_state_association,full_common_sample,valuation_sensitive_defi_tvl_growth_lag1,2263,1167a8613df8d6f0,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,1.4195509840444376,2.006659095924409,0.4566503620436478,not_high_corr
BTC,daily,long_sample_lagged_state_association,full_common_sample,fear_greed_altme_lag1,2263,1167a8613df8d6f0,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,1.2441121998165217,2.006659095924409,0.4174640036790286,not_high_corr
BTC,daily,long_sample_lagged_state_association,full_common_sample,fear_greed_change_lag1,2263,1167a8613df8d6f0,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,1.2794940038233829,2.006659095924409,0.4566503620436478,not_high_corr
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_oi_to_mcap_growth_lag1,2263,1167a8613df8d6f0,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,1.0410765416331975,2.006659095924409,0.1331939383519075,not_high_corr
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_funding_z_lag1,2263,1167a8613df8d6f0,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,1.2918508074363124,2.006659095924409,0.4174640036790286,not_high_corr
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_exchange_netflow_scaled_lag1,2263,1167a8613df8d6f0,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,1.0321502007379095,2.006659095924409,0.1331939383519075,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,stablecoin_supply_growth_lag1,323,1b8b9a4479266c37,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,1.2609827554324926,2.7112751627518907,0.3681208430697279,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,valuation_sensitive_defi_tvl_growth_lag1,323,1b8b9a4479266c37,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,2.0844081626628266,2.7112751627518907,0.4926192497583493,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,fear_greed_altme_lag1,323,1b8b9a4479266c37,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,1.451195816316762,2.7112751627518907,0.4722137262719353,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,fear_greed_change_lag1,323,1b8b9a4479266c37,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,1.3755511516832906,2.7112751627518907,0.4926192497583493,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_oi_to_mcap_growth_lag1,323,1b8b9a4479266c37,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,1.1891936665147853,2.7112751627518907,0.321430089884756,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_funding_z_lag1,323,1b8b9a4479266c37,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,1.4234405696280836,2.7112751627518907,0.4722137262719353,not_high_corr
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_exchange_netflow_scaled_lag1,323,1b8b9a4479266c37,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,1.024135283807496,2.7112751627518907,0.1309169479939372,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,qqq_ret,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,15.323801948495708,12.140881925762812,0.9602163547474528,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,spy_ret,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,26.08153390073919,12.140881925762812,0.9602163547474528,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,iwm_ret,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,3.629167021547705,12.140881925762812,0.8174864745001553,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,dxy_ret,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.1001287135410098,12.140881925762812,0.1664643713350118,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,gold_ret,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.181707286222259,12.140881925762812,0.2333373970758964,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,vix_d1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,4.252654328503527,12.140881925762812,0.8627180964929744,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,real_yield_d1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,5.871097136909005,12.140881925762812,0.8943986449037321,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,nominal_10y_d1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,5.829905732382084,12.140881925762812,0.8943986449037321,high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_etf_flow_intensity_lag0,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.6565962080375265,12.140881925762812,0.5547714947397767,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_etf_flow_intensity_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.802821994491244,12.140881925762812,0.5547714947397767,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,stablecoin_supply_growth_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.062544897609392,12.140881925762812,0.1870777367804428,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,valuation_sensitive_defi_tvl_growth_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.785259626451672,12.140881925762812,0.6069572246624619,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,fear_greed_altme_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.3953649603940024,12.140881925762812,0.4019680183948218,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,fear_greed_change_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.663139053730735,12.140881925762812,0.6069572246624619,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_oi_to_mcap_growth_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.0774023648589282,12.140881925762812,0.1110611092262064,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_funding_z_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.279026072050672,12.140881925762812,0.4019680183948218,not_high_corr
BTC,daily,etf_era_augmented,btc_etf_era,btc_exchange_netflow_scaled_lag1,434,ac986375910ea80e,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,1.0671026129109498,12.140881925762812,0.1270238650658184,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,qqq_ret,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,16.141429717086677,12.21373165092101,0.9536195520047792,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,spy_ret,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,25.04051247886855,12.21373165092101,0.9536195520047792,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,iwm_ret,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,4.139053461609062,12.21373165092101,0.7851421354922521,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,dxy_ret,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.3521793023779385,12.21373165092101,0.2967747000057227,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,gold_ret,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.1312652636310143,12.21373165092101,0.2967747000057227,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,vix_d1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,3.524114167384006,12.21373165092101,0.8175791377984484,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,real_yield_d1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,7.679858378685954,12.21373165092101,0.9016912331405388,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,nominal_10y_d1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,8.155462184540818,12.21373165092101,0.9016912331405388,high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_etf_flow_intensity_lag0,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.3112755704544523,12.21373165092101,0.3115796411417939,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,stablecoin_supply_growth_lag1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.4674539937438604,12.21373165092101,0.4240027764183438,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,valuation_sensitive_defi_tvl_growth_lag1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,2.933397772711713,12.21373165092101,0.6077453642529187,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,fear_greed_altme_lag1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.651484765029856,12.21373165092101,0.4956967153551694,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,fear_greed_change_lag1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.878595265919255,12.21373165092101,0.6077453642529187,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_oi_to_mcap_growth_lag1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.1719153951196295,12.21373165092101,0.1831219447670598,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_funding_z_lag1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.543996296192662,12.21373165092101,0.4682052685936251,not_high_corr
BTC,weekly,etf_era_augmented,btc_etf_era,btc_exchange_netflow_scaled_lag1,118,afc51b431e243d4f,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,1.2192889480848714,12.21373165092101,0.2085265916190427,not_high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,qqq_ret,1233,e67342d46aa84be9,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,9.20744088898147,9.213441293338851,0.9388227470470768,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,spy_ret,1233,e67342d46aa84be9,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,15.7820760506553,9.213441293338851,0.9388227470470768,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,iwm_ret,1233,e67342d46aa84be9,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,4.189403065693893,9.213441293338851,0.8599471814662455,high_corr
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,dxy_ret,1233,e67342d46aa84be9,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,1.0964737775655653,9.213441293338851,0.2161010175418818,not_high_corr
