quintile,horizon,n,mean_return,median_return,mean_flow_intensity,flow_col,lag_convention
1,0,126,-0.018229023035481837,-0.017030662789062845,-0.00027885657498784815,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,0,284,-0.00012302366351047824,0.0002607996563130932,-9.344777513779928e-06,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,0,91,0.0028973102131077395,0.004275558275594449,5.95531042761509e-05,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,0,126,0.012763102861993296,0.007973787188105153,0.0004460097181162311,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,1,126,-0.02248105862455231,-0.021967230431522378,-0.00027885657498784815,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,1,284,-0.0007654990947882677,0.0029348028887472566,-9.344777513779928e-06,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,1,91,0.0034152065393083125,-0.0010114889473147315,5.95531042761509e-05,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,1,126,0.014485129085518933,0.011068760835307057,0.0004460097181162311,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,3,126,-0.0195184223018771,-0.014596945978359255,-0.00027885657498784815,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,3,284,-0.00014098483094445068,0.00482830772298648,-9.344777513779928e-06,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,3,91,-0.008043538962914149,-0.0026268889395817396,5.95531042761509e-05,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,3,124,0.011758190489222206,0.006611927944215612,0.0004486700017261337,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,5,125,-0.020502608160510506,-0.010080260843924549,-0.00027907234377212855,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,5,283,-0.0022922352490532833,0.001984052521465607,-9.137111217436044e-06,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,5,91,-0.01527513739275074,-0.010442111959264366,5.95531042761509e-05,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,5,124,0.015710928741313388,0.013490976132448207,0.0004486700017261337,eth_etf_intensity,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
