,calendar,asset,sample,regressor,beta,hac_se,t,p,label,n,r2,adj_r2
123,crypto7,eth,post_etf,DGS10_d1,0.06386639535526614,0.061224425980993744,1.0431522114244494,0.296877802448514,post_etf,549,0.21408396882935732,0.19648883380314897
124,crypto7,eth,post_etf,DGS2_d1,-0.0754434299753511,0.0642653229304957,-1.1739368377086468,0.2404203258990788,post_etf,549,0.21408396882935732,0.19648883380314897
125,crypto7,eth,post_etf,VIXCLS_d1,-0.0016136771119341629,0.0016719511967186647,-0.9651460611416952,0.3344716589404597,post_etf,549,0.21408396882935732,0.19648883380314897
126,crypto7,eth,post_etf,DTWEXBGS_d1,-0.0031617328482868566,0.005677030796691489,-0.556934242831566,0.5775723576369987,post_etf,549,0.21408396882935732,0.19648883380314897
127,crypto7,eth,post_etf,DFF_d1,0.11249289795924491,0.6867306272483334,0.16380935041443195,0.869881230550017,post_etf,549,0.21408396882935732,0.19648883380314897
128,crypto7,eth,post_etf,spy_ret,1.0068519386986465,0.8659778374113092,1.1626763355843563,0.24496084638772408,post_etf,549,0.21408396882935732,0.19648883380314897
129,crypto7,eth,post_etf,qqq_ret,0.627547628267185,0.5574249109055858,1.1257976024926455,0.2602511992206752,post_etf,549,0.21408396882935732,0.19648883380314897
130,crypto7,eth,post_etf,gld_ret,0.06304923026228253,0.14954780290291797,0.4215991745676948,0.6733176088785047,post_etf,549,0.21408396882935732,0.19648883380314897
131,crypto7,eth,post_etf,defi_tvl_usd_ret,0.013948817778335855,0.0757662809463382,0.1841032396484548,0.8539324650494986,post_etf,549,0.21408396882935732,0.19648883380314897
132,crypto7,eth,post_etf,stables_total_usd_ret,-0.15661987273002134,0.47546556689033614,-0.32940318634292387,0.7418509597089267,post_etf,549,0.21408396882935732,0.19648883380314897
133,crypto7,eth,post_etf,fng_value_d1,-0.0001500103712471571,0.00025847954966169045,-0.5803568268495414,0.5616740129866626,post_etf,549,0.21408396882935732,0.19648883380314897
134,crypto7,eth,post_etf,cme_eth_basis_close_d1,-3.997422744394326e-06,7.442178828735137e-05,-0.05371307027667492,0.9571637692607478,post_etf,549,0.21408396882935732,0.19648883380314897
135,weekday,eth,full,const,-0.002069427661837883,0.001086486748627659,-1.9046966421373996,0.056819515747572956,full,1128,0.21587976775044815,0.20744080560964584
136,weekday,eth,full,DGS10_d1,0.04962466902253135,0.029981938184530828,1.6551521358327388,0.09789364151306502,full,1128,0.21587976775044815,0.20744080560964584
137,weekday,eth,full,DGS2_d1,-0.024164568709262257,0.02891252566060145,-0.8357820064883109,0.4032775508841878,full,1128,0.21587976775044815,0.20744080560964584
138,weekday,eth,full,VIXCLS_d1,-0.0040881542680723006,0.0012339702343234062,-3.313008818493796,0.000922980696755617,full,1128,0.21587976775044815,0.20744080560964584
139,weekday,eth,full,DTWEXBGS_d1,-0.009084790596200838,0.0033709787523946945,-2.6950008479724574,0.007038845191477599,full,1128,0.21587976775044815,0.20744080560964584
140,weekday,eth,full,DFF_d1,0.12879251341610498,0.5324068488422574,0.241906192033724,0.8088528520632179,full,1128,0.21587976775044815,0.20744080560964584
141,weekday,eth,full,spy_ret,0.11105484310574465,0.42561306096640583,0.2609291238703559,0.7941471650100026,full,1128,0.21587976775044815,0.20744080560964584
142,weekday,eth,full,qqq_ret,0.8249995157968116,0.2722261795452076,3.0305664105307217,0.0024409550015690256,full,1128,0.21587976775044815,0.20744080560964584
143,weekday,eth,full,gld_ret,0.13933242626529113,0.11199118181717224,1.244137475866216,0.2134489704201301,full,1128,0.21587976775044815,0.20744080560964584
144,weekday,eth,full,defi_tvl_usd_ret,0.16874269004438458,0.059872348314465175,2.818374337984941,0.004826750033288069,full,1128,0.21587976775044815,0.20744080560964584
145,weekday,eth,full,stables_total_usd_ret,0.1745803528548949,0.3720360105875126,0.4692565985190539,0.6388862339855534,full,1128,0.21587976775044815,0.20744080560964584
146,weekday,eth,full,fng_value_d1,-0.0009218757492269186,0.0002632355624907586,-3.5020942478442016,0.000461616296519233,full,1128,0.21587976775044815,0.20744080560964584
147,weekday,eth,full,cme_eth_basis_close_d1,7.176653367008453e-05,5.4324105334354605e-05,1.3210808209058404,0.18647441726056402,full,1128,0.21587976775044815,0.20744080560964584
148,weekday,eth,pre_etf,const,-0.0020634686346859233,0.0013603441443612197,-1.5168725085039945,0.1292988757917813,pre_etf,737,0.21006908307370775,0.19697630544509515
149,weekday,eth,pre_etf,DGS10_d1,0.05183914462827073,0.03417830533386035,1.5167265937235876,0.12933572709431146,pre_etf,737,0.21006908307370775,0.19697630544509515
150,weekday,eth,pre_etf,DGS2_d1,-0.009404507953290698,0.03216022274221368,-0.2924267045248505,0.7699603928418376,pre_etf,737,0.21006908307370775,0.19697630544509515
151,weekday,eth,pre_etf,VIXCLS_d1,-0.005168839224393592,0.0016064582016394032,-3.217537324730112,0.0012929620274748455,pre_etf,737,0.21006908307370775,0.19697630544509515
152,weekday,eth,pre_etf,DTWEXBGS_d1,-0.010913827764265882,0.004231215461008226,-2.5793599652014185,0.009898358176547729,pre_etf,737,0.21006908307370775,0.19697630544509515
153,weekday,eth,pre_etf,DFF_d1,0.08336707569633789,0.6361979688619782,0.13103951879234024,0.8957440454496208,pre_etf,737,0.21006908307370775,0.19697630544509515
154,weekday,eth,pre_etf,spy_ret,-0.2968070912179165,0.49651896445770954,-0.5977759410299356,0.5499894460161997,pre_etf,737,0.21006908307370775,0.19697630544509515
155,weekday,eth,pre_etf,qqq_ret,0.9678202827112465,0.3165373008836508,3.0575236473220166,0.0022317403189358424,pre_etf,737,0.21006908307370775,0.19697630544509515
156,weekday,eth,pre_etf,gld_ret,0.26402912824893016,0.1703190115899167,1.5502035021471516,0.12109267952842526,pre_etf,737,0.21006908307370775,0.19697630544509515
157,weekday,eth,pre_etf,defi_tvl_usd_ret,0.24894967933227977,0.07604731408017462,3.2736156739187248,0.0010618092096794363,pre_etf,737,0.21006908307370775,0.19697630544509515
158,weekday,eth,pre_etf,stables_total_usd_ret,0.24933182859328937,0.41002282243141497,0.6080925620548729,0.5431260850718402,pre_etf,737,0.21006908307370775,0.19697630544509515
159,weekday,eth,pre_etf,fng_value_d1,-0.0012225816069865846,0.0003717715774851554,-3.288528981308157,0.0010071241501348222,pre_etf,737,0.21006908307370775,0.19697630544509515
160,weekday,eth,pre_etf,cme_eth_basis_close_d1,9.876720935014392e-05,7.022191378477062e-05,1.4065012476427845,0.15957533438334848,pre_etf,737,0.21006908307370775,0.19697630544509515
161,weekday,eth,post_etf,const,-0.00242252362970164,0.0018763647316353085,-1.29107288623483,0.19667840491157396,post_etf,391,0.2610429531871944,0.2375839993201211
162,weekday,eth,post_etf,DGS10_d1,0.059742505884815035,0.06021435754077078,0.9921638015379263,0.32111762740514105,post_etf,391,0.2610429531871944,0.2375839993201211
