,calendar,asset,sample,regressor,beta,hac_se,t,p,label,n,r2,adj_r2
0,crypto7,btc,full,const,0.0007374716586193122,0.0001963661178322411,3.7555952460665676,0.00017292997833366736,full,1940,0.9207488900191318,0.9201310279350814
1,crypto7,btc,full,DGS10_d1,0.004026904150325174,0.007279749320095433,0.553165222215699,0.5801502787891124,full,1940,0.9207488900191318,0.9201310279350814
2,crypto7,btc,full,DGS2_d1,-0.0017741012267316631,0.0072570522530016595,-0.24446581957541508,0.806870071012711,full,1940,0.9207488900191318,0.9201310279350814
3,crypto7,btc,full,VIXCLS_d1,0.00018566796836023408,0.0002988291592428253,0.6213181097543508,0.534390340508921,full,1940,0.9207488900191318,0.9201310279350814
4,crypto7,btc,full,DTWEXBGS_d1,0.0005676463905154157,0.0008678781235630667,0.6540623332973851,0.5130716474400361,full,1940,0.9207488900191318,0.9201310279350814
5,crypto7,btc,full,DFF_d1,-0.09998839488078783,0.11301709594557699,-0.8847192014997174,0.37630809683787103,full,1940,0.9207488900191318,0.9201310279350814
6,crypto7,btc,full,spy_ret,0.12742813553915902,0.07069257048259159,1.8025675777419758,0.0714561527455261,full,1940,0.9207488900191318,0.9201310279350814
7,crypto7,btc,full,qqq_ret,0.07899901756978592,0.04477639601253679,1.7643004932256552,0.07768140098513288,full,1940,0.9207488900191318,0.9201310279350814
8,crypto7,btc,full,gld_ret,0.07386919454772159,0.023854978664229802,3.096594450469469,0.0019575748779124967,full,1940,0.9207488900191318,0.9201310279350814
9,crypto7,btc,full,defi_tvl_usd_ret,0.008871232700872068,0.010343717841090333,0.8576444985410536,0.3910887956997331,full,1940,0.9207488900191318,0.9201310279350814
10,crypto7,btc,full,stables_total_usd_ret,0.17401135602222856,0.056940708243520224,3.056009687797145,0.0022430400837658913,full,1940,0.9207488900191318,0.9201310279350814
11,crypto7,btc,full,fng_value_d1,3.667387790548185e-05,4.022461510963678e-05,0.9117272547051851,0.3619123129253826,full,1940,0.9207488900191318,0.9201310279350814
12,crypto7,btc,full,cme_btc_basis_close_d1,-9.50542520185516e-07,6.851889074022081e-07,-1.387270736459171,0.16535922289669758,full,1940,0.9207488900191318,0.9201310279350814
13,crypto7,btc,full,btc_exchange_netflow_d1,1.710986320831413e-08,2.743919594742264e-08,0.6235555604872327,0.5329195031583982,full,1940,0.9207488900191318,0.9201310279350814
14,crypto7,btc,full,btc_miner_to_exchange_flow_d1,8.642091056993472e-08,6.37800892142225e-08,1.3549825915054297,0.1754231035241146,full,1940,0.9207488900191318,0.9201310279350814
15,crypto7,btc,full,btc_mvrv_d1,0.47917714159364033,0.009814417972862017,48.82379606397645,0.0,full,1940,0.9207488900191318,0.9201310279350814
16,crypto7,btc,pre_etf,const,0.0006874066304389907,0.0002881560413058793,2.385536070400497,0.01705424985757568,pre_etf,1210,0.9043613867259324,0.903159896609424
17,crypto7,btc,pre_etf,DGS10_d1,0.001968378005302292,0.009665477444345474,0.20365036457188548,0.838626732554116,pre_etf,1210,0.9043613867259324,0.903159896609424
18,crypto7,btc,pre_etf,DGS2_d1,0.0004700352423085258,0.009960972026623764,0.047187688214785854,0.9623636399734578,pre_etf,1210,0.9043613867259324,0.903159896609424
19,crypto7,btc,pre_etf,VIXCLS_d1,0.0003802951785332133,0.000397746776805834,0.9561238474067133,0.33900966788332576,pre_etf,1210,0.9043613867259324,0.903159896609424
20,crypto7,btc,pre_etf,DTWEXBGS_d1,0.000599201411937625,0.001286295251395268,0.46583504936962206,0.641333574996746,pre_etf,1210,0.9043613867259324,0.903159896609424
21,crypto7,btc,pre_etf,DFF_d1,-0.09532865549368866,0.1275750408808607,-0.7472359392203827,0.45492115367936403,pre_etf,1210,0.9043613867259324,0.903159896609424
22,crypto7,btc,pre_etf,spy_ret,0.16678463023622103,0.0845853812246371,1.971790252895873,0.0486335555048144,pre_etf,1210,0.9043613867259324,0.903159896609424
23,crypto7,btc,pre_etf,qqq_ret,0.0929954120558213,0.05491003096935176,1.6935960591194539,0.0903420674311682,pre_etf,1210,0.9043613867259324,0.903159896609424
24,crypto7,btc,pre_etf,gld_ret,0.11102682352655915,0.04207659273193631,2.6386837982318214,0.008322857031732987,pre_etf,1210,0.9043613867259324,0.903159896609424
25,crypto7,btc,pre_etf,defi_tvl_usd_ret,0.013379018001994673,0.013976258317212008,0.9572675102547422,0.338432249706601,pre_etf,1210,0.9043613867259324,0.903159896609424
26,crypto7,btc,pre_etf,stables_total_usd_ret,0.16827391219991972,0.06677253552661697,2.5201066706960997,0.011731927486109532,pre_etf,1210,0.9043613867259324,0.903159896609424
27,crypto7,btc,pre_etf,fng_value_d1,7.004889379589593e-05,6.936755547798367e-05,1.0098221468699227,0.31258050752079825,pre_etf,1210,0.9043613867259324,0.903159896609424
28,crypto7,btc,pre_etf,cme_btc_basis_close_d1,-1.914303334929867e-06,1.5393664887823667e-06,-1.2435656803495014,0.21365945380532836,pre_etf,1210,0.9043613867259324,0.903159896609424
29,crypto7,btc,pre_etf,btc_exchange_netflow_d1,3.151489704682933e-08,3.397137970899439e-08,0.9276896410093504,0.3535685834557629,pre_etf,1210,0.9043613867259324,0.903159896609424
30,crypto7,btc,pre_etf,btc_miner_to_exchange_flow_d1,1.363081938596934e-07,1.8830120090916093e-07,0.7238838265585483,0.4691370600768876,pre_etf,1210,0.9043613867259324,0.903159896609424
31,crypto7,btc,pre_etf,btc_mvrv_d1,0.48276343429381274,0.013622543275378174,35.438568594336935,4.3511570998577586e-275,pre_etf,1210,0.9043613867259324,0.903159896609424
32,crypto7,btc,post_etf,const,0.0008850162621363288,0.00016448117901041024,5.380653686099337,7.42158477516024e-08,post_etf,730,0.9707416841576423,0.9701270136567525
33,crypto7,btc,post_etf,DGS10_d1,0.004020116665188526,0.006659060651101665,0.6037062696708496,0.5460389450232717,post_etf,730,0.9707416841576423,0.9701270136567525
34,crypto7,btc,post_etf,DGS2_d1,-0.0021926251180174605,0.006788001625754718,-0.3230148192213604,0.7466840190461135,post_etf,730,0.9707416841576423,0.9701270136567525
35,crypto7,btc,post_etf,VIXCLS_d1,-0.0006528681816126448,0.00034787433738592494,-1.8767356813916563,0.06055432965763591,post_etf,730,0.9707416841576423,0.9701270136567525
36,crypto7,btc,post_etf,DTWEXBGS_d1,0.001191598552250272,0.0005469257414216192,2.1787209158467484,0.029352407000039316,post_etf,730,0.9707416841576423,0.9701270136567525
37,crypto7,btc,post_etf,DFF_d1,-0.12271992155279203,0.07939332383693756,-1.5457209198703037,0.12217198267084792,post_etf,730,0.9707416841576423,0.9701270136567525
38,crypto7,btc,post_etf,spy_ret,-0.1099208647671656,0.10436794445990469,-1.0532052282527629,0.2922469428009009,post_etf,730,0.9707416841576423,0.9701270136567525
39,crypto7,btc,post_etf,qqq_ret,0.08192510351235677,0.06366044674462061,1.2869074551268296,0.19812654650270423,post_etf,730,0.9707416841576423,0.9701270136567525
40,crypto7,btc,post_etf,gld_ret,0.04611082133667898,0.022615765881529103,2.038879495756494,0.04146205577726186,post_etf,730,0.9707416841576423,0.9701270136567525
41,crypto7,btc,post_etf,defi_tvl_usd_ret,-0.004133666902015565,0.00983740064647994,-0.42019910040918085,0.6743400118834697,post_etf,730,0.9707416841576423,0.9701270136567525
42,crypto7,btc,post_etf,stables_total_usd_ret,0.20584738261978985,0.057354071653616764,3.5890631072015453,0.0003318685045064916,post_etf,730,0.9707416841576423,0.9701270136567525
43,crypto7,btc,post_etf,fng_value_d1,3.077923124131142e-05,2.6195285621300465e-05,1.174991244084148,0.23999821883696648,post_etf,730,0.9707416841576423,0.9701270136567525
44,crypto7,btc,post_etf,cme_btc_basis_close_d1,-2.416923636466901e-07,5.196278099408734e-07,-0.4651259209436681,0.6418412843968146,post_etf,730,0.9707416841576423,0.9701270136567525
45,crypto7,btc,post_etf,btc_exchange_netflow_d1,-7.216009930775704e-08,2.3634831962325654e-08,-3.053125125779677,0.0022647148528243638,post_etf,730,0.9707416841576423,0.9701270136567525
46,crypto7,btc,post_etf,btc_miner_to_exchange_flow_d1,6.60592149304231e-08,5.092756473609189e-08,1.2971210241986604,0.19458954867482758,post_etf,730,0.9707416841576423,0.9701270136567525
47,crypto7,btc,post_etf,btc_mvrv_d1,0.4712902692944604,0.007195755900647668,65.49558876115309,0.0,post_etf,730,0.9707416841576423,0.9701270136567525
48,weekday,btc,full,const,0.0008955697721141165,0.00026114721588335756,3.429367489462826,0.0006049897704914469,full,1416,0.9253208023451329,0.924520668084545
49,weekday,btc,full,DGS10_d1,0.00390638803013243,0.00736987540388013,0.5300480423421777,0.5960786217552514,full,1416,0.9253208023451329,0.924520668084545
50,weekday,btc,full,DGS2_d1,-0.0017852183586204648,0.007579269517042206,-0.23553963275832188,0.8137899214754628,full,1416,0.9253208023451329,0.924520668084545
51,weekday,btc,full,VIXCLS_d1,0.00017291860336545427,0.00030782785781720203,0.5617379940581558,0.5742945438946051,full,1416,0.9253208023451329,0.924520668084545
52,weekday,btc,full,DTWEXBGS_d1,0.0005589104962716245,0.0009062938657960987,0.6166989729988641,0.53743329875649,full,1416,0.9253208023451329,0.924520668084545
53,weekday,btc,full,DFF_d1,-0.101001274351178,0.11511975673717736,-0.8773583024655588,0.38029205396171983,full,1416,0.9253208023451329,0.924520668084545
54,weekday,btc,full,spy_ret,0.12614799485829292,0.07201802708018591,1.7516169211055717,0.07983970098250888,full,1416,0.9253208023451329,0.924520668084545
55,weekday,btc,full,qqq_ret,0.07989517034175717,0.04638240135583799,1.7225319950300728,0.08497319206446778,full,1416,0.9253208023451329,0.924520668084545
56,weekday,btc,full,gld_ret,0.07309368370809458,0.0235958562930794,3.097733890231089,0.0019500644822694952,full,1416,0.9253208023451329,0.924520668084545
57,weekday,btc,full,defi_tvl_usd_ret,0.006043781473196168,0.011989548644816906,0.5040874892157764,0.6141998980764278,full,1416,0.9253208023451329,0.924520668084545
58,weekday,btc,full,stables_total_usd_ret,0.17994671920007954,0.0652882501962065,2.756188420723445,0.005847929881637633,full,1416,0.9253208023451329,0.924520668084545
59,weekday,btc,full,fng_value_d1,4.291582795309288e-05,4.948705246912772e-05,0.8672132570406316,0.38582517385236326,full,1416,0.9253208023451329,0.924520668084545
60,weekday,btc,full,cme_btc_basis_close_d1,-1.2943557817611564e-06,7.817556199456005e-07,-1.6557038398409285,0.0977818093231499,full,1416,0.9253208023451329,0.924520668084545
61,weekday,btc,full,btc_exchange_netflow_d1,2.5373603830778102e-08,3.055999021101084e-08,0.8302883494261044,0.4063757735824497,full,1416,0.9253208023451329,0.924520668084545
62,weekday,btc,full,btc_miner_to_exchange_flow_d1,8.757482894423736e-08,8.852457611066408e-08,0.9892713728983075,0.3225303863359019,full,1416,0.9253208023451329,0.924520668084545
63,weekday,btc,full,btc_mvrv_d1,0.47838103219653383,0.010644595013267394,44.94121491708055,0.0,full,1416,0.9253208023451329,0.924520668084545
64,weekday,btc,pre_etf,const,0.0008202852451313569,0.0003810778801512673,2.1525396457169017,0.03135487625617024,pre_etf,886,0.9107872626982881,0.9092491120551551
65,weekday,btc,pre_etf,DGS10_d1,0.0018693318780385884,0.009812029482623089,0.1905142948611333,0.8489061426426016,pre_etf,886,0.9107872626982881,0.9092491120551551
66,weekday,btc,pre_etf,DGS2_d1,0.00033372250995459857,0.010502197238213348,0.03177644662207582,0.974650330021621,pre_etf,886,0.9107872626982881,0.9092491120551551
67,weekday,btc,pre_etf,VIXCLS_d1,0.00038254019993875057,0.0004116983880201666,0.9291758507444344,0.3527979604324539,pre_etf,886,0.9107872626982881,0.9092491120551551
68,weekday,btc,pre_etf,DTWEXBGS_d1,0.0005875629619960654,0.0013368546078906154,0.4395114910238176,0.660290957616037,pre_etf,886,0.9107872626982881,0.9092491120551551
69,weekday,btc,pre_etf,DFF_d1,-0.09746983341165252,0.12993172124253757,-0.7501619502885678,0.4531571720895017,pre_etf,886,0.9107872626982881,0.9092491120551551
70,weekday,btc,pre_etf,spy_ret,0.16438186350865763,0.08573817866819913,1.9172539708920593,0.055205674478119304,pre_etf,886,0.9107872626982881,0.9092491120551551
71,weekday,btc,pre_etf,qqq_ret,0.09509736349924094,0.05709449011659605,1.6656136748929182,0.09579038566447381,pre_etf,886,0.9107872626982881,0.9092491120551551
72,weekday,btc,pre_etf,gld_ret,0.11005956523691818,0.041474683710657725,2.6536565294803256,0.007962483041746325,pre_etf,886,0.9107872626982881,0.9092491120551551
73,weekday,btc,pre_etf,defi_tvl_usd_ret,0.0083776960042135,0.016186558406425966,0.5175711719476825,0.6047574996912527,pre_etf,886,0.9107872626982881,0.9092491120551551
74,weekday,btc,pre_etf,stables_total_usd_ret,0.1711187353182399,0.0769166699014923,2.224728859652827,0.026099445661096506,pre_etf,886,0.9107872626982881,0.9092491120551551
75,weekday,btc,pre_etf,fng_value_d1,7.607114521469182e-05,7.97852799363589e-05,0.9534483713708884,0.3403629430253088,pre_etf,886,0.9107872626982881,0.9092491120551551
76,weekday,btc,pre_etf,cme_btc_basis_close_d1,-2.8044893335155603e-06,1.6518825620584792e-06,-1.697753458950962,0.08955430333790285,pre_etf,886,0.9107872626982881,0.9092491120551551
77,weekday,btc,pre_etf,btc_exchange_netflow_d1,4.590331940206695e-08,3.7823082422228666e-08,1.2136324292567313,0.22488811770525963,pre_etf,886,0.9107872626982881,0.9092491120551551
78,weekday,btc,pre_etf,btc_miner_to_exchange_flow_d1,1.8560709943218434e-07,2.284678784651964e-07,0.8123991025743198,0.41656266102129014,pre_etf,886,0.9107872626982881,0.9092491120551551
79,weekday,btc,pre_etf,btc_mvrv_d1,0.48267186956870395,0.014712620205577558,32.80665597455734,4.7322182910282165e-236,pre_etf,886,0.9107872626982881,0.9092491120551551
80,weekday,btc,post_etf,const,0.0010701295698559102,0.00021699929154037653,4.931488772426678,8.16052591265334e-07,post_etf,530,0.9706538015783334,0.9697973950096077
81,weekday,btc,post_etf,DGS10_d1,0.003572644367245436,0.006688209575912145,0.5341705170412808,0.5932235652484678,post_etf,530,0.9706538015783334,0.9697973950096077
82,weekday,btc,post_etf,DGS2_d1,-0.0022094710219604124,0.006725160056783836,-0.3285380575785202,0.7425048739028672,post_etf,530,0.9706538015783334,0.9697973950096077
83,weekday,btc,post_etf,VIXCLS_d1,-0.0006757599296711961,0.00037577858967074507,-1.798292793273009,0.07213062119010412,post_etf,530,0.9706538015783334,0.9697973950096077
84,weekday,btc,post_etf,DTWEXBGS_d1,0.0012173467014136982,0.0005616898292171877,2.167293474247668,0.030212483779284354,post_etf,530,0.9706538015783334,0.9697973950096077
85,weekday,btc,post_etf,DFF_d1,-0.12094496912999766,0.07715554141274979,-1.5675474102759879,0.11698679352140404,post_etf,530,0.9706538015783334,0.9697973950096077
86,weekday,btc,post_etf,spy_ret,-0.11581256486823982,0.11050660552223944,-1.0480148613824949,0.29463175985209944,post_etf,530,0.9706538015783334,0.9697973950096077
87,weekday,btc,post_etf,qqq_ret,0.08420626651195315,0.06602575964315026,1.275354754978408,0.20218370539385888,post_etf,530,0.9706538015783334,0.9697973950096077
88,weekday,btc,post_etf,gld_ret,0.043543066892178316,0.022123132698692254,1.9682143340735936,0.04904338167697797,post_etf,530,0.9706538015783334,0.9697973950096077
89,weekday,btc,post_etf,defi_tvl_usd_ret,-0.002363527847376231,0.01134301160969815,-0.20836863512997209,0.8349411443747352,post_etf,530,0.9706538015783334,0.9697973950096077
90,weekday,btc,post_etf,stables_total_usd_ret,0.220991721270511,0.07402887836128211,2.985209639297899,0.002833840357604701,post_etf,530,0.9706538015783334,0.9697973950096077
91,weekday,btc,post_etf,fng_value_d1,2.968465084625283e-05,3.4884770683822254e-05,0.8509343838117598,0.394805803407257,post_etf,530,0.9706538015783334,0.9697973950096077
92,weekday,btc,post_etf,cme_btc_basis_close_d1,-2.0101730499184265e-07,6.638663290402807e-07,-0.30279786185638247,0.7620439129661103,post_etf,530,0.9706538015783334,0.9697973950096077
93,weekday,btc,post_etf,btc_exchange_netflow_d1,-8.750371635730648e-08,2.7767040395848304e-08,-3.151351930556846,0.0016251654058705518,post_etf,530,0.9706538015783334,0.9697973950096077
94,weekday,btc,post_etf,btc_miner_to_exchange_flow_d1,4.605981099612505e-08,7.470321227821208e-08,0.6165706880794849,0.5375179333519378,post_etf,530,0.9706538015783334,0.9697973950096077
95,weekday,btc,post_etf,btc_mvrv_d1,0.4694040264209436,0.00800032487377678,58.673120632831015,0.0,post_etf,530,0.9706538015783334,0.9697973950096077
96,crypto7,eth,full,const,-0.0006200879748769238,0.0008636220169264808,-0.718008530032313,0.47275202731186805,full,1559,0.17854443176172574,0.17216832127087234
97,crypto7,eth,full,DGS10_d1,0.0526903319623263,0.029941576707539486,1.759771453487235,0.07844656505273015,full,1559,0.17854443176172574,0.17216832127087234
98,crypto7,eth,full,DGS2_d1,-0.029742730912787497,0.028577582444465992,-1.0407714148173908,0.2979816497209714,full,1559,0.17854443176172574,0.17216832127087234
99,crypto7,eth,full,VIXCLS_d1,-0.004101310096953008,0.0012291140169598833,-3.3368019893689564,0.0008474830327485339,full,1559,0.17854443176172574,0.17216832127087234
100,crypto7,eth,full,DTWEXBGS_d1,-0.009282655684599177,0.0034148678178176728,-2.718306001821005,0.006561712215548268,full,1559,0.17854443176172574,0.17216832127087234
101,crypto7,eth,full,DFF_d1,0.10310722389527367,0.5347617444938203,0.19280964832828495,0.8471080470008301,full,1559,0.17854443176172574,0.17216832127087234
102,crypto7,eth,full,spy_ret,0.12251017431094197,0.40919028466252594,0.2993965861432427,0.7646374666419068,full,1559,0.17854443176172574,0.17216832127087234
103,crypto7,eth,full,qqq_ret,0.8049105114477623,0.2634429426648105,3.0553504425126454,0.0022479768679306085,full,1559,0.17854443176172574,0.17216832127087234
104,crypto7,eth,full,gld_ret,0.129987394547303,0.11601514665377173,1.1204346871639885,0.26252857032892984,full,1559,0.17854443176172574,0.17216832127087234
105,crypto7,eth,full,defi_tvl_usd_ret,0.15795323427408753,0.05183979193593072,3.0469496187273166,0.0023117645357272594,full,1559,0.17854443176172574,0.17216832127087234
106,crypto7,eth,full,stables_total_usd_ret,-0.10165044026910619,0.29993222928562374,-0.338911361780681,0.7346765049992893,full,1559,0.17854443176172574,0.17216832127087234
107,crypto7,eth,full,fng_value_d1,-0.0005059927917496061,0.0002120473189812116,-2.386225839499718,0.017022294122140263,full,1559,0.17854443176172574,0.17216832127087234
108,crypto7,eth,full,cme_eth_basis_close_d1,4.963781523963213e-05,5.090407975376773e-05,0.9751244984633697,0.3294985078085777,full,1559,0.17854443176172574,0.17216832127087234
109,crypto7,eth,pre_etf,const,-0.00032923587889313805,0.001083301125357736,-0.30391907770280885,0.7611895429519152,pre_etf,1010,0.17326194215010993,0.1633112333294493
110,crypto7,eth,pre_etf,DGS10_d1,0.054024219006196195,0.03415530651958874,1.5817225641120285,0.11371291928791301,pre_etf,1010,0.17326194215010993,0.1633112333294493
111,crypto7,eth,pre_etf,DGS2_d1,-0.015950675124586658,0.03160002627075638,-0.5047677805049136,0.613721948094643,pre_etf,1010,0.17326194215010993,0.1633112333294493
112,crypto7,eth,pre_etf,VIXCLS_d1,-0.005148363977477981,0.001615727738416297,-3.1864056394329783,0.0014405246962176078,pre_etf,1010,0.17326194215010993,0.1633112333294493
113,crypto7,eth,pre_etf,DTWEXBGS_d1,-0.011441681899179086,0.0042382953234966405,-2.6995952442831594,0.006942388082940016,pre_etf,1010,0.17326194215010993,0.1633112333294493
114,crypto7,eth,pre_etf,DFF_d1,0.05102517362050242,0.6378978209081853,0.07998957191585492,0.9362455498000744,pre_etf,1010,0.17326194215010993,0.1633112333294493
115,crypto7,eth,pre_etf,spy_ret,-0.2585239139002613,0.47790053961180334,-0.5409575685146939,0.5885368295152296,pre_etf,1010,0.17326194215010993,0.1633112333294493
116,crypto7,eth,pre_etf,qqq_ret,0.9393923346109946,0.30732454012726124,3.0566785659941047,0.002238041317835387,pre_etf,1010,0.17326194215010993,0.1633112333294493
117,crypto7,eth,pre_etf,gld_ret,0.24320289319243726,0.17799648735872556,1.3663353519010621,0.17183372985500567,pre_etf,1010,0.17326194215010993,0.1633112333294493
118,crypto7,eth,pre_etf,defi_tvl_usd_ret,0.22296227658480292,0.06487143389597273,3.4369870248643384,0.0005882237813742798,pre_etf,1010,0.17326194215010993,0.1633112333294493
119,crypto7,eth,pre_etf,stables_total_usd_ret,-0.10267412674715277,0.3457549388897668,-0.2969563560735924,0.7664998297006108,pre_etf,1010,0.17326194215010993,0.1633112333294493
120,crypto7,eth,pre_etf,fng_value_d1,-0.000711214914945014,0.0003052394558556205,-2.3300228764705357,0.019804942061117898,pre_etf,1010,0.17326194215010993,0.1633112333294493
121,crypto7,eth,pre_etf,cme_eth_basis_close_d1,7.724183786000227e-05,6.562503028097273e-05,1.1770179385714923,0.23918834641866127,pre_etf,1010,0.17326194215010993,0.1633112333294493
122,crypto7,eth,post_etf,const,-0.0014458597660062396,0.0013868485474313507,-1.0425505861358737,0.2971564851700683,post_etf,549,0.21408396882935732,0.19648883380314897
