asset,target,x,lag,coefficient,hac_se,t,p,n,r2,controls,lag_convention,note
eth,eth_ret,eth_etf_intensity,-5,5.037575971079332,4.639669454282314,1.0857618243536207,0.2775843802036948,623,0.21403568740360268,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,-4,3.0761319857931313,4.158147102054387,0.7397843102456207,0.4594308806938916,624,0.21314725944275748,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,-3,-4.964892193734409,4.165866234061749,-1.1918030764261012,0.23333846922529478,625,0.21488765581690783,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,-2,-0.9053879224409058,4.999262975344578,-0.18110428015211608,0.8562857250768455,626,0.2139913382877474,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,-1,9.950676353099366,5.0851359976456845,1.95681617123049,0.05036908511178352,627,0.22073038956685742,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,0,25.21711464987834,5.390336258345948,4.678208082257254,2.8939279367948808e-06,626,0.24774732549116818,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,1,28.90264937252389,5.074653218947516,5.695492504711151,1.2301629011854894e-08,625,0.26117479424367374,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,2,15.515559695327532,5.121172249959954,3.029689090314988,0.002448056060156763,624,0.22946683560525172,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,3,8.05533056113578,4.0386565729219255,1.994556956178087,0.04609122215538042,623,0.22612729842856838,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,4,15.599794178333804,3.998015427544603,3.9018844376782407,9.544672527917864e-05,622,0.23754766730190535,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_ret,eth_etf_intensity,5,10.681233271636493,4.70556011238349,2.2699175053628564,0.023212588785368943,621,0.2305680183044898,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_rv_30d,eth_etf_intensity,-5,-51.61011739831508,24.07345978663689,-2.143859580456471,0.03204413968463086,623,0.01904214248571734,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
eth,eth_rv_30d,eth_etf_intensity,-4,-47.756506339064345,24.150005543706826,-1.9774946325637206,0.047985746626849665,624,0.01731598480529728,spy_ret;VIXCLS_d1;DGS10_d1;eth_ret_lag1,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t],ok
